"annotation_id","annotator","choice","created_at","id","image","lead_time","updated_at"
34510,"4","Not Flooded","2026-01-23T20:14:15.999213Z",213989,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_237aad4bfe744219e93f077f168f546e.jpg",2.718,"2026-01-23T20:14:15.999234Z"
34941,"4","Not Flooded","2026-01-23T21:03:16.496938Z",213990,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_b75463d63745abd588ea4c605a0abe9b.jpg",1.878,"2026-01-23T21:03:16.496951Z"
34868,"4","Not Flooded","2026-01-23T20:59:01.036764Z",213991,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_3ef49aa2fdabda10a2d6dbb6558106a3.jpg",2.491,"2026-01-23T20:59:01.036785Z"
34945,"4","Not Flooded","2026-01-23T21:03:27.767602Z",213992,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_5f166836b72fd5cb2ba8febfa8214f0b.jpg",1.75,"2026-01-23T21:03:27.767627Z"
34689,"4","Not Flooded","2026-01-23T20:49:19.696679Z",213993,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_54d370e48f7f2470ea346a8afa99be1b.jpg",1.896,"2026-01-23T20:49:19.696700Z"
34497,"4","Not Flooded","2026-01-23T20:13:18.394351Z",213994,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_a9cd33324ac0974023052b964d2f8b68.jpg",2.893,"2026-01-23T20:13:18.394372Z"
34745,"4","Not Flooded","2026-01-23T20:51:58.867073Z",213995,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_819849e663518aaae835b1e4707a1af1.jpg",1.856,"2026-01-23T20:51:58.867106Z"
34665,"4","Not Flooded","2026-01-23T20:48:13.585539Z",213996,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_47a6af70f54ebeed0dc61e54e44b0080.jpg",4.226,"2026-01-23T20:48:13.585559Z"
34727,"4","Not Flooded","2026-01-23T20:51:07.159054Z",213997,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_63058f19cb4b51165b2938daa93b28c9.jpg",2.13,"2026-01-23T20:51:07.159077Z"
34673,"4","Not Flooded","2026-01-23T20:48:34.332519Z",213998,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_abf0734c99ac52274e975b8d1b931382.jpg",1.96,"2026-01-23T20:48:34.332541Z"
34703,"4","Not Flooded","2026-01-23T20:50:00.684740Z",213999,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_fc0dd02fa4eaa78ccbd5379c8464d0a6.jpg",2.062,"2026-01-23T20:50:00.684761Z"
34942,"4","Not Flooded","2026-01-23T21:03:19.410670Z",214000,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_dc0c3a013cab2eb287f40eed25b9fe06.jpg",2.169,"2026-01-23T21:03:19.410692Z"
34955,"4","Not Flooded","2026-01-23T21:03:56.491200Z",214001,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_2eb7d4f8a05744106e128b39494e434c.jpg",2.253,"2026-01-23T21:03:56.491221Z"
34929,"4","Not Flooded","2026-01-23T21:02:27.727040Z",214002,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_d02f634e0932882381ce5506860c63de.jpg",2.252,"2026-01-23T21:02:27.727063Z"
34927,"4","Not Flooded","2026-01-23T21:02:21.481981Z",214003,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_3e51732c49c80c493cc6d292b55614c4.jpg",6.184,"2026-01-23T21:02:21.482013Z"
34795,"4","Not Flooded","2026-01-23T20:54:36.376962Z",214004,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_0bab426861579e03fc59508b39b797eb.jpg",2.234,"2026-01-23T20:54:36.376983Z"
34932,"4","Not Flooded","2026-01-23T21:02:44.415675Z",214005,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e8cd6b128b6ed375dd83ea1d4f868f69.jpg",2.044,"2026-01-23T21:02:44.415696Z"
34910,"4","Not Flooded","2026-01-23T21:01:13.996764Z",214006,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_de5fa40c493016b46f71caecf84d8958.jpg",2.588,"2026-01-23T21:01:13.996786Z"
34762,"4","Not Flooded","2026-01-23T20:52:54.876241Z",214007,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_2b22396d83f0ab19a8dc197cd8eb1096.jpg",2.144,"2026-01-23T20:52:54.876262Z"
34692,"4","Not Flooded","2026-01-23T20:49:28.870747Z",214008,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_aa70837709715d157e349e710abd935c.jpg",2.59,"2026-01-23T20:49:28.870760Z"
34533,"4","Not Flooded","2026-01-23T20:16:13.918836Z",214009,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_c14ed56bdca089f973f3602476f74899.jpg",4.384,"2026-01-23T20:16:13.918849Z"
34788,"4","Not Flooded","2026-01-23T20:54:15.057303Z",214010,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_3e9e43f4b9f13bbaf6b40978aa6c4fc3.jpg",1.957,"2026-01-23T20:54:15.057316Z"
34616,"4","Not Flooded","2026-01-23T20:45:37.895302Z",214011,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_cd164254482a9d3028a59f9f66a40c79.jpg",2.034,"2026-01-23T20:45:37.895324Z"
34702,"4","Not Flooded","2026-01-23T20:49:58.080438Z",214012,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_5b9e2aec92ea4f6c9ab7fab6cc1a25da.jpg",2.232,"2026-01-23T20:49:58.080459Z"
34693,"4","Not Flooded","2026-01-23T20:49:31.998915Z",214013,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_f8d79fe059864bf4dc948ea58ad5f428.jpg",2.633,"2026-01-23T20:49:31.998937Z"
34544,"4","Not Flooded","2026-01-23T20:16:59.549965Z",214014,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_7a282e1d3492ae2e92592f644d4acdb2.jpg",2.888,"2026-01-23T20:16:59.549986Z"
34823,"4","Not Flooded","2026-01-23T20:56:15.265626Z",214015,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_3e2dc6991d8173d797e32634e9240cb6.jpg",6.882,"2026-01-23T20:56:15.265638Z"
34646,"4","Not Flooded","2026-01-23T20:47:06.063619Z",214016,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_5b53d41dddd286eb9428dc5d5d7a7926.jpg",2.962,"2026-01-23T20:47:06.063649Z"
34561,"4","Not Flooded","2026-01-23T20:18:10.896432Z",214017,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_a5c4b838d2f25c1a8989a37de8073ac6.jpg",2.796,"2026-01-23T20:18:10.896444Z"
34643,"4","Not Flooded","2026-01-23T20:46:56.124762Z",214018,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_f3e598b567976e75899f5b99db8c70dc.jpg",2.626,"2026-01-23T20:46:56.124775Z"
34524,"4","Not Flooded","2026-01-23T20:15:08.890853Z",214019,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_0b1a8e5ed67029afe8fc53368f4c32db.jpg",4.6,"2026-01-23T20:15:08.890874Z"
34602,"4","Not Flooded","2026-01-23T20:44:54.500426Z",214020,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_86750ecefce14e47d225815de165310c.jpg",2.301,"2026-01-23T20:44:54.500448Z"
34814,"4","Not Flooded","2026-01-23T20:55:38.022047Z",214021,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_2f6bd87f2a08965d73894f100ac9877f.jpg",2.138,"2026-01-23T20:55:38.022063Z"
34467,"4","Not Flooded","2026-01-23T20:10:15.940079Z",214022,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_b7b28044fdf03395d9adf26c0d5fa986.jpg",5.459,"2026-01-23T20:10:15.940112Z"
34856,"4","Not Flooded","2026-01-23T20:58:01.043441Z",214023,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_7f3867c668bd30be869b1a1602628cfd.jpg",1.834,"2026-01-23T20:58:01.043463Z"
34881,"4","Not Flooded","2026-01-23T20:59:42.040808Z",214024,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_51ac7e2c7d21b44621cdce5082d53f6b.jpg",2.753,"2026-01-23T20:59:42.040829Z"
34756,"4","Not Flooded","2026-01-23T20:52:35.177827Z",214025,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_64387b1778171a9f070356a771cab95c.jpg",5.037,"2026-01-23T20:52:35.177839Z"
34943,"4","Not Flooded","2026-01-23T21:03:22.242565Z",214026,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_b7271f04c6413a9fa7e1f6c3a6124613.jpg",2.148,"2026-01-23T21:03:22.242579Z"
34773,"4","Not Flooded","2026-01-23T20:53:26.709671Z",214027,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_7586fd265358b14bcbe88d35b3d5d69d.jpg",2.508,"2026-01-23T20:53:26.709683Z"
34958,"4","Not Flooded","2026-01-23T21:04:05.241479Z",214028,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_fe55c764696179af1561833c4e67a1c6.jpg",2.422,"2026-01-23T21:04:05.241500Z"
34948,"4","Not Flooded","2026-01-23T21:03:36.510436Z",214029,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_55781b6e65465c811544dc0391a30719.jpg",1.932,"2026-01-23T21:03:36.510457Z"
34879,"4","Not Flooded","2026-01-23T20:59:35.992201Z",214030,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_9021b6c964d7910e2d18158b66fb5ee1.jpg",2.177,"2026-01-23T20:59:35.992222Z"
34845,"4","Not Flooded","2026-01-23T20:57:27.330019Z",214031,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_8367edebce3e2793e8ceb95733e98301.jpg",1.982,"2026-01-23T20:57:27.330041Z"
34882,"4","Not Flooded","2026-01-23T20:59:44.752010Z",214032,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_dbeb4ad862e9fb51b113115a5c22561d.jpg",2.024,"2026-01-23T20:59:44.752025Z"
34922,"4","Not Flooded","2026-01-23T21:01:58.976405Z",214033,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_227ce598e98d7d70e91d506d185a9858.jpg",2.749,"2026-01-23T21:01:58.976421Z"
34871,"4","Not Flooded","2026-01-23T20:59:10.208612Z",214034,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e227d1fe5d55a1ee9df4518cf9d05e9b.jpg",2.397,"2026-01-23T20:59:10.208633Z"
34835,"4","Not Flooded","2026-01-23T20:56:56.528013Z",214035,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_072704874c920879a1b8281d3699ee2e.jpg",2.217,"2026-01-23T20:56:56.528034Z"
34765,"4","Not Flooded","2026-01-23T20:53:03.477142Z",214036,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_981ac4b7f85caec346a5cce90b1b61be.jpg",2.773,"2026-01-23T20:53:03.477155Z"
34508,"4","Not Flooded","2026-01-23T20:14:08.768282Z",214037,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_80b41dee900f02ca8e68d55d81d32140.jpg",3.568,"2026-01-23T20:14:08.768303Z"
34618,"4","Not Flooded","2026-01-23T20:45:43.743127Z",214038,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_b9060dc50dbb2ecb9c48706f669b9425.jpg",2.06,"2026-01-23T20:45:43.743149Z"
34862,"4","Not Flooded","2026-01-23T20:58:20.418620Z",214039,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_70eccd5096bcfd62ce41c409706132c9.jpg",2.803,"2026-01-23T20:58:20.418647Z"
34548,"4","Not Flooded","2026-01-23T20:17:16.351324Z",214040,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_a6e8b7aa8619b719fb5ee89a595c3c00.jpg",2.583,"2026-01-23T20:17:16.351345Z"
34480,"4","Not Flooded","2026-01-23T20:11:49.665850Z",214041,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_64a0f0245f9b090a8ad3a5061b700200.jpg",2.845,"2026-01-23T20:11:49.665863Z"
34588,"4","Not Flooded","2026-01-23T20:44:10.845149Z",214042,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_3ebb4231aecd0f7dfcfd59331c1e122a.jpg",2.189,"2026-01-23T20:44:10.845162Z"
34470,"4","Not Flooded","2026-01-23T20:10:30.905970Z",214043,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_23364bdd85858cb90df4fbee7aca70e0.jpg",4.35,"2026-01-23T20:10:30.905995Z"
34604,"4","Not Flooded","2026-01-23T20:45:00.822926Z",214044,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_5e6366444ea35f479c1b19bd39dd1712.jpg",2.207,"2026-01-23T20:45:00.822947Z"
34471,"4","Not Flooded","2026-01-23T20:10:35.176168Z",214045,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_0d838d89856de333f0d9bc72bb5a2f98.jpg",3.508,"2026-01-23T20:10:35.176190Z"
34897,"4","Not Flooded","2026-01-23T21:00:34.500290Z",214046,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_9a659bb25629da27ea0e0d18ec54efaf.jpg",2.182,"2026-01-23T21:00:34.500312Z"
34866,"4","Not Flooded","2026-01-23T20:58:54.788190Z",214047,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_d42564512ccc1418b5a0e67e1fed4605.jpg",2.206,"2026-01-23T20:58:54.788212Z"
34668,"4","Not Flooded","2026-01-23T20:48:21.792435Z",214048,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_eee2ea526cc764d267133ac3def536ac.jpg",2.253,"2026-01-23T20:48:21.792457Z"
34597,"4","Not Flooded","2026-01-23T20:44:38.756345Z",214049,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_9799bc84c5c54927c6a75906eedd0c40.jpg",2.348,"2026-01-23T20:44:38.756366Z"
34912,"4","Not Flooded","2026-01-23T21:01:20.180526Z",214050,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_1eca7af5ce907443060429428fdd3799.jpg",2.408,"2026-01-23T21:01:20.180547Z"
34857,"4","Not Flooded","2026-01-23T20:58:03.683428Z",214051,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_076d92c3815d9608fc80e0476f00df2b.jpg",2.012,"2026-01-23T20:58:03.683441Z"
34853,"4","Not Flooded","2026-01-23T20:57:53.207505Z",214052,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_8914b3b2894a77ed01ee8f7be8667eed.jpg",2.075,"2026-01-23T20:57:53.207519Z"
34928,"4","Not Flooded","2026-01-23T21:02:24.615624Z",214053,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_f2bd1a72c8a0b0fd0b9763455ad333a4.jpg",2.29,"2026-01-23T21:02:24.615637Z"
34924,"4","Not Flooded","2026-01-23T21:02:06.706801Z",214054,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_5f70945a6147ca235efafb4ac495a05a.jpg",2.445,"2026-01-23T21:02:06.706823Z"
34674,"4","Not Flooded","2026-01-23T20:48:36.874301Z",214055,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_2ee1db15f5a2c82208c3d53308c724f4.jpg",1.97,"2026-01-23T20:48:36.874313Z"
34562,"4","Not Flooded","2026-01-23T20:18:14.395442Z",214056,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_1ab2a411c792243ddf96cfba4b87b1c0.jpg",2.482,"2026-01-23T20:18:14.395464Z"
34495,"4","Not Flooded","2026-01-23T20:13:10.751818Z",214057,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_8d3ec98258aedff8f5a6807718a782fa.jpg",2.829,"2026-01-23T20:13:10.751839Z"
34684,"4","Not Flooded","2026-01-23T20:49:04.433316Z",214058,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_c742c3b76c783c0291dce02643bc3913.jpg",2.146,"2026-01-23T20:49:04.433338Z"
34718,"4","Not Flooded","2026-01-23T20:50:40.773676Z",214059,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_88bbfe9631ce6eda6b06e516de30d11b.jpg",2.073,"2026-01-23T20:50:40.773698Z"
34685,"4","Not Flooded","2026-01-23T20:49:07.140652Z",214060,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_942a21eadb3841fcf043df10b8830cd7.jpg",2.173,"2026-01-23T20:49:07.140665Z"
34789,"4","Not Flooded","2026-01-23T20:54:17.555325Z",214061,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_9a23948d7b5a75c0ff10ee3236edf5a3.jpg",1.934,"2026-01-23T20:54:17.555346Z"
34748,"4","Not Flooded","2026-01-23T20:52:07.144221Z",214062,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_1bc005fc257665024d4043fd1501407d.jpg",2.15,"2026-01-23T20:52:07.144233Z"
34482,"4","Not Flooded","2026-01-23T20:12:12.022435Z",214063,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_40f22db8fe58457894c8c89d0ba8bc4c.jpg",17.965,"2026-01-23T20:12:12.022448Z"
34736,"4","Not Flooded","2026-01-23T20:51:34.146497Z",214064,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_1904802b5c7fd6e2ea739e881ae923b0.jpg",2.344,"2026-01-23T20:51:34.146513Z"
34903,"4","Not Flooded","2026-01-23T21:00:50.965792Z",214065,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_b089160463d1550d2aae71d0a219e531.jpg",2.22,"2026-01-23T21:00:50.965805Z"
34960,"4","Not Flooded","2026-01-23T21:04:11.068859Z",214066,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_21a5fd6103ad6f3dc1faa593c33536dc.jpg",2.259,"2026-01-23T21:04:11.068880Z"
34913,"4","Not Flooded","2026-01-23T21:01:23.359361Z",214067,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e8c83581ff9c9914bf3693ab067d64bf.jpg",2.463,"2026-01-23T21:01:23.359383Z"
34628,"4","Not Flooded","2026-01-23T20:46:11.746612Z",214068,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_f81b40265b056e46fa82094a6e9250e7.jpg",2.071,"2026-01-23T20:46:11.746624Z"
34572,"4","Not Flooded","2026-01-23T20:43:11.279323Z",214069,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_d36366b360b0debd2369d2d7fabd003c.jpg",2.829,"2026-01-23T20:43:11.279344Z"
34465,"4","Not Flooded","2026-01-23T20:09:38.242469Z",214070,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_88c098bb1e9b0be94c69154f46d7eb5f.jpg",7.457,"2026-01-23T20:09:38.242500Z"
34474,"4","Not Flooded","2026-01-23T20:11:11.247950Z",214071,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_dc3f297185967bcf16a8cb7c97634e19.jpg",3.671,"2026-01-23T20:11:11.247971Z"
34512,"4","Not Flooded","2026-01-23T20:14:22.315203Z",214072,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_34a93f95bb4062a78404fde18d3952ef.jpg",2.544,"2026-01-23T20:14:22.315216Z"
34851,"4","Not Flooded","2026-01-23T20:57:47.740078Z",214073,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_3a07332fac0f1d6b256d1377a0e4af7d.jpg",4.637,"2026-01-23T20:57:47.740115Z"
34741,"4","Not Flooded","2026-01-23T20:51:48.028819Z",214074,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_d4515317d7f420228e430217dd5e898c.jpg",2.167,"2026-01-23T20:51:48.028841Z"
34536,"4","Not Flooded","2026-01-23T20:16:24.842771Z",214075,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_5be1dd317e4dca46b6a13bcde1d67f1d.jpg",2.822,"2026-01-23T20:16:24.842784Z"
34540,"4","Not Flooded","2026-01-23T20:16:44.335121Z",214076,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_0320f09fa6e540a1d4718939d8082b1c.jpg",2.44,"2026-01-23T20:16:44.335143Z"
34463,"4","Not Flooded","2026-01-23T20:09:17.620737Z",214077,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_163500fcb28d75868548e541a8869ce1.jpg",24.312,"2026-01-23T20:09:17.620768Z"
34491,"4","Not Flooded","2026-01-23T20:12:53.357307Z",214078,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e4cee750fb45528a166bf611ddd75556.jpg",2.768,"2026-01-23T20:12:53.357320Z"
