"annotation_id","annotator","choice","created_at","id","image","lead_time","updated_at"
36588,"1","Not Flooded","2026-04-06T16:37:02.051924Z",215703,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_237aad4bfe744219e93f077f168f546e.jpg",0.843,"2026-04-06T16:37:02.051946Z"
36255,"1","Not Flooded","2026-04-06T13:14:53.185051Z",215704,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_b75463d63745abd588ea4c605a0abe9b.jpg",0.886,"2026-04-06T13:14:53.185071Z"
36282,"1","Not Flooded","2026-04-06T13:15:42.156110Z",215705,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_3ef49aa2fdabda10a2d6dbb6558106a3.jpg",0.923,"2026-04-06T13:15:42.156139Z"
36363,"1","Not Flooded","2026-04-06T16:31:09.339897Z",215706,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_5f166836b72fd5cb2ba8febfa8214f0b.jpg",0.771,"2026-04-06T16:31:09.339918Z"
36494,"1","Not Flooded","2026-04-06T16:34:53.635334Z",215707,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_54d370e48f7f2470ea346a8afa99be1b.jpg",0.938,"2026-04-06T16:34:53.635357Z"
36432,"1","Not Flooded","2026-04-06T16:33:11.383935Z",215708,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_a9cd33324ac0974023052b964d2f8b68.jpg",0.743,"2026-04-06T16:33:11.383957Z"
36305,"1","Not Flooded","2026-04-06T13:21:12.889584Z",215709,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_819849e663518aaae835b1e4707a1af1.jpg",1.037,"2026-04-06T13:21:12.889597Z"
36219,"1","Not Flooded","2026-04-06T13:13:48.973737Z",215710,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_47a6af70f54ebeed0dc61e54e44b0080.jpg",4.476,"2026-04-06T13:13:48.973750Z"
36485,"1","Not Flooded","2026-04-06T16:34:39.864534Z",215711,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_63058f19cb4b51165b2938daa93b28c9.jpg",1.398,"2026-04-06T16:34:39.864556Z"
36381,"1","Not Flooded","2026-04-06T16:31:54.238189Z",215712,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_abf0734c99ac52274e975b8d1b931382.jpg",0.687,"2026-04-06T16:31:54.238216Z"
36278,"1","Not Flooded","2026-04-06T13:15:35.777027Z",215713,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_fc0dd02fa4eaa78ccbd5379c8464d0a6.jpg",1.547,"2026-04-06T13:15:35.777048Z"
36454,"1","Not Flooded","2026-04-06T16:33:41.494480Z",215714,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_dc0c3a013cab2eb287f40eed25b9fe06.jpg",1.063,"2026-04-06T16:33:41.494502Z"
36290,"1","Not Flooded","2026-04-06T13:15:53.885101Z",215715,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_2eb7d4f8a05744106e128b39494e434c.jpg",1.762,"2026-04-06T13:15:53.885136Z"
36254,"1","Not Flooded","2026-04-06T13:14:51.971201Z",215716,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_d02f634e0932882381ce5506860c63de.jpg",0.961,"2026-04-06T13:14:51.971232Z"
36361,"1","Not Flooded","2026-04-06T16:31:07.053995Z",215717,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_3e51732c49c80c493cc6d292b55614c4.jpg",0.884,"2026-04-06T16:31:07.054024Z"
36395,"1","Not Flooded","2026-04-06T16:32:15.236572Z",215718,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_0bab426861579e03fc59508b39b797eb.jpg",0.887,"2026-04-06T16:32:15.236585Z"
36540,"1","Not Flooded","2026-04-06T16:35:55.121686Z",215719,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e8cd6b128b6ed375dd83ea1d4f868f69.jpg",0.764,"2026-04-06T16:35:55.121707Z"
36360,"1","Not Flooded","2026-04-06T16:31:05.878145Z",215720,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_de5fa40c493016b46f71caecf84d8958.jpg",0.919,"2026-04-06T16:31:05.878158Z"
36499,"1","Not Flooded","2026-04-06T16:34:59.595556Z",215721,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_2b22396d83f0ab19a8dc197cd8eb1096.jpg",0.844,"2026-04-06T16:34:59.595578Z"
36552,"1","Not Flooded","2026-04-06T16:36:11.221188Z",215722,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_aa70837709715d157e349e710abd935c.jpg",0.778,"2026-04-06T16:36:11.221210Z"
36270,"1","Not Flooded","2026-04-06T13:15:23.061453Z",215723,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_c14ed56bdca089f973f3602476f74899.jpg",1.004,"2026-04-06T13:15:23.061486Z"
36230,"1","Flooded","2026-04-06T13:14:07.391610Z",215724,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_3e9e43f4b9f13bbaf6b40978aa6c4fc3.jpg",2.492,"2026-04-06T13:14:07.391622Z"
36431,"1","Not Flooded","2026-04-06T16:33:10.379556Z",215725,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_cd164254482a9d3028a59f9f66a40c79.jpg",0.839,"2026-04-06T16:33:10.379569Z"
36226,"1","Not Flooded","2026-04-06T13:13:59.389744Z",215726,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_5b9e2aec92ea4f6c9ab7fab6cc1a25da.jpg",0.999,"2026-04-06T13:13:59.389765Z"
36572,"1","Not Flooded","2026-04-06T16:36:38.210135Z",215727,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_f8d79fe059864bf4dc948ea58ad5f428.jpg",0.98,"2026-04-06T16:36:38.210149Z"
36489,"1","Not Flooded","2026-04-06T16:34:47.084532Z",215728,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_7a282e1d3492ae2e92592f644d4acdb2.jpg",0.884,"2026-04-06T16:34:47.084566Z"
36629,"1","Not Flooded","2026-04-06T16:37:56.464387Z",215729,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_3e2dc6991d8173d797e32634e9240cb6.jpg",1.154,"2026-04-06T16:37:56.464400Z"
36429,"1","Not Flooded","2026-04-06T16:33:08.207263Z",215730,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_5b53d41dddd286eb9428dc5d5d7a7926.jpg",0.829,"2026-04-06T16:33:08.207286Z"
36250,"1","Not Flooded","2026-04-06T13:14:44.115303Z",215731,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_a5c4b838d2f25c1a8989a37de8073ac6.jpg",1.747,"2026-04-06T13:14:44.115316Z"
36400,"1","Not Flooded","2026-04-06T16:32:21.587033Z",215732,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_f3e598b567976e75899f5b99db8c70dc.jpg",0.845,"2026-04-06T16:32:21.587079Z"
36266,"1","Not Flooded","2026-04-06T13:15:17.133662Z",215733,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_0b1a8e5ed67029afe8fc53368f4c32db.jpg",1.351,"2026-04-06T13:15:17.133683Z"
36575,"1","Not Flooded","2026-04-06T16:36:42.257035Z",215734,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_86750ecefce14e47d225815de165310c.jpg",0.783,"2026-04-06T16:36:42.257057Z"
36438,"1","Not Flooded","2026-04-06T16:33:20.578119Z",215735,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_2f6bd87f2a08965d73894f100ac9877f.jpg",1.183,"2026-04-06T16:33:20.578143Z"
36598,"1","Not Flooded","2026-04-06T16:37:17.571502Z",215736,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_b7b28044fdf03395d9adf26c0d5fa986.jpg",0.833,"2026-04-06T16:37:17.571515Z"
36460,"1","Not Flooded","2026-04-06T16:33:50.076980Z",215737,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_7f3867c668bd30be869b1a1602628cfd.jpg",1.001,"2026-04-06T16:33:50.077004Z"
36389,"1","Not Flooded","2026-04-06T16:32:07.161269Z",215738,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_51ac7e2c7d21b44621cdce5082d53f6b.jpg",1.769,"2026-04-06T16:32:07.161299Z"
36534,"1","Not Flooded","2026-04-06T16:35:47.664203Z",215739,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_64387b1778171a9f070356a771cab95c.jpg",0.816,"2026-04-06T16:35:47.664217Z"
36589,"1","Not Flooded","2026-04-06T16:37:03.377725Z",215740,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_b7271f04c6413a9fa7e1f6c3a6124613.jpg",1.042,"2026-04-06T16:37:03.377747Z"
36408,"1","Not Flooded","2026-04-06T16:32:32.876909Z",215741,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_7586fd265358b14bcbe88d35b3d5d69d.jpg",0.871,"2026-04-06T16:32:32.876924Z"
36238,"1","Not Flooded","2026-04-06T13:14:23.363526Z",215742,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_fe55c764696179af1561833c4e67a1c6.jpg",1.435,"2026-04-06T13:14:23.363538Z"
36490,"1","Not Flooded","2026-04-06T16:34:48.195269Z",215743,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_55781b6e65465c811544dc0391a30719.jpg",0.806,"2026-04-06T16:34:48.195291Z"
36627,"1","Not Flooded","2026-04-06T16:37:53.906984Z",215744,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_9021b6c964d7910e2d18158b66fb5ee1.jpg",0.876,"2026-04-06T16:37:53.907006Z"
36274,"1","Not Flooded","2026-04-06T13:15:29.618903Z",215745,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_8367edebce3e2793e8ceb95733e98301.jpg",1.088,"2026-04-06T13:15:29.618925Z"
36541,"1","Not Flooded","2026-04-06T16:35:56.212959Z",215746,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_dbeb4ad862e9fb51b113115a5c22561d.jpg",0.822,"2026-04-06T16:35:56.212980Z"
36201,"1","Not Flooded","2026-04-06T13:12:37.954647Z",215747,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_227ce598e98d7d70e91d506d185a9858.jpg",1.077,"2026-04-06T13:12:37.954668Z"
36666,"1","Not Flooded","2026-04-06T16:38:51.500145Z",215748,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e227d1fe5d55a1ee9df4518cf9d05e9b.jpg",0.985,"2026-04-06T16:38:51.500177Z"
36314,"1","Not Flooded","2026-04-06T13:21:27.533820Z",215749,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_072704874c920879a1b8281d3699ee2e.jpg",0.843,"2026-04-06T13:21:27.533833Z"
36271,"1","Not Flooded","2026-04-06T13:15:24.814293Z",215750,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_981ac4b7f85caec346a5cce90b1b61be.jpg",1.424,"2026-04-06T13:15:24.814314Z"
36291,"1","Not Flooded","2026-04-06T13:15:55.318933Z",215751,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_80b41dee900f02ca8e68d55d81d32140.jpg",1.097,"2026-04-06T13:15:55.318954Z"
36607,"1","Not Flooded","2026-04-06T16:37:27.931099Z",215752,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_b9060dc50dbb2ecb9c48706f669b9425.jpg",0.736,"2026-04-06T16:37:27.931113Z"
36209,"1","Not Flooded","2026-04-06T13:13:06.647789Z",215753,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_70eccd5096bcfd62ce41c409706132c9.jpg",2.287,"2026-04-06T13:13:06.647813Z"
36239,"1","Not Flooded","2026-04-06T13:14:25.133688Z",215754,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_a6e8b7aa8619b719fb5ee89a595c3c00.jpg",1.249,"2026-04-06T13:14:25.133701Z"
36653,"1","Not Flooded","2026-04-06T16:38:26.966862Z",215755,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_64a0f0245f9b090a8ad3a5061b700200.jpg",0.875,"2026-04-06T16:38:26.966883Z"
36273,"1","Not Flooded","2026-04-06T13:15:28.198086Z",215756,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_3ebb4231aecd0f7dfcfd59331c1e122a.jpg",1.102,"2026-04-06T13:15:28.198099Z"
36476,"1","Flooded","2026-04-06T16:34:24.188086Z",215757,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_23364bdd85858cb90df4fbee7aca70e0.jpg",5.842,"2026-04-06T16:34:24.188108Z"
36403,"1","Not Flooded","2026-04-06T16:32:25.089264Z",215758,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_5e6366444ea35f479c1b19bd39dd1712.jpg",0.87,"2026-04-06T16:32:25.089286Z"
36183,"1","Not Flooded","2026-04-06T13:11:54.552963Z",215759,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_0d838d89856de333f0d9bc72bb5a2f98.jpg",3.35,"2026-04-06T13:11:54.552986Z"
36527,"1","Not Flooded","2026-04-06T16:35:39.381781Z",215760,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_9a659bb25629da27ea0e0d18ec54efaf.jpg",0.959,"2026-04-06T16:35:39.381803Z"
36444,"1","Not Flooded","2026-04-06T16:33:28.352926Z",215761,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_d42564512ccc1418b5a0e67e1fed4605.jpg",0.811,"2026-04-06T16:33:28.352963Z"
36654,"1","Not Flooded","2026-04-06T16:38:28.136087Z",215762,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_eee2ea526cc764d267133ac3def536ac.jpg",0.854,"2026-04-06T16:38:28.136108Z"
36509,"1","Not Flooded","2026-04-06T16:35:17.248942Z",215763,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_9799bc84c5c54927c6a75906eedd0c40.jpg",0.895,"2026-04-06T16:35:17.248972Z"
36611,"1","Not Flooded","2026-04-06T16:37:33.290160Z",215764,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_1eca7af5ce907443060429428fdd3799.jpg",1.042,"2026-04-06T16:37:33.290182Z"
36555,"1","Not Flooded","2026-04-06T16:36:15.706872Z",215765,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_076d92c3815d9608fc80e0476f00df2b.jpg",1.306,"2026-04-06T16:36:15.706894Z"
36277,"1","Not Flooded","2026-04-06T13:15:33.917696Z",215766,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_8914b3b2894a77ed01ee8f7be8667eed.jpg",1.131,"2026-04-06T13:15:33.917717Z"
36587,"1","Not Flooded","2026-04-06T16:37:00.901179Z",215767,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_f2bd1a72c8a0b0fd0b9763455ad333a4.jpg",1.225,"2026-04-06T16:37:00.901205Z"
36631,"1","Not Flooded","2026-04-06T16:37:58.852214Z",215768,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_5f70945a6147ca235efafb4ac495a05a.jpg",0.859,"2026-04-06T16:37:58.852232Z"
36294,"1","Not Flooded","2026-04-06T13:15:59.335322Z",215769,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_2ee1db15f5a2c82208c3d53308c724f4.jpg",0.87,"2026-04-06T13:15:59.335342Z"
36581,"1","Not Flooded","2026-04-06T16:36:51.984397Z",215770,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_1ab2a411c792243ddf96cfba4b87b1c0.jpg",0.871,"2026-04-06T16:36:51.984419Z"
36676,"1","Not Flooded","2026-04-06T16:39:06.486990Z",215771,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_8d3ec98258aedff8f5a6807718a782fa.jpg",0.77,"2026-04-06T16:39:06.487003Z"
36461,"1","Not Flooded","2026-04-06T16:33:51.180261Z",215772,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_c742c3b76c783c0291dce02643bc3913.jpg",0.799,"2026-04-06T16:33:51.180282Z"
36609,"1","Not Flooded","2026-04-06T16:37:30.800532Z",215773,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_88bbfe9631ce6eda6b06e516de30d11b.jpg",1.296,"2026-04-06T16:37:30.800554Z"
36299,"1","Not Flooded","2026-04-06T13:16:07.044713Z",215774,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_942a21eadb3841fcf043df10b8830cd7.jpg",1.176,"2026-04-06T13:16:07.044734Z"
36567,"1","Not Flooded","2026-04-06T16:36:31.754545Z",215775,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_9a23948d7b5a75c0ff10ee3236edf5a3.jpg",0.811,"2026-04-06T16:36:31.754567Z"
36366,"1","Not Flooded","2026-04-06T16:31:14.047791Z",215776,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_1bc005fc257665024d4043fd1501407d.jpg",0.798,"2026-04-06T16:31:14.047812Z"
36516,"1","Not Flooded","2026-04-06T16:35:25.928036Z",215777,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_40f22db8fe58457894c8c89d0ba8bc4c.jpg",0.838,"2026-04-06T16:35:25.928057Z"
36375,"1","Not Flooded","2026-04-06T16:31:34.038114Z",215778,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_1904802b5c7fd6e2ea739e881ae923b0.jpg",0.806,"2026-04-06T16:31:34.038142Z"
36635,"1","Not Flooded","2026-04-06T16:38:03.746612Z",215779,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_b089160463d1550d2aae71d0a219e531.jpg",0.933,"2026-04-06T16:38:03.746634Z"
36600,"1","Not Flooded","2026-04-06T16:37:19.792173Z",215780,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_21a5fd6103ad6f3dc1faa593c33536dc.jpg",0.746,"2026-04-06T16:37:19.792196Z"
36526,"1","Not Flooded","2026-04-06T16:35:38.122663Z",215781,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e8c83581ff9c9914bf3693ab067d64bf.jpg",1.043,"2026-04-06T16:35:38.122684Z"
36583,"1","Not Flooded","2026-04-06T16:36:54.743135Z",215782,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_f81b40265b056e46fa82094a6e9250e7.jpg",0.849,"2026-04-06T16:36:54.743158Z"
36463,"1","Not Flooded","2026-04-06T16:33:53.586303Z",215783,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_d36366b360b0debd2369d2d7fabd003c.jpg",0.936,"2026-04-06T16:33:53.586336Z"
36376,"1","Not Flooded","2026-04-06T16:31:35.190498Z",215784,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_88c098bb1e9b0be94c69154f46d7eb5f.jpg",0.841,"2026-04-06T16:31:35.190522Z"
36672,"1","Not Flooded","2026-04-06T16:39:01.925194Z",215785,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_dc3f297185967bcf16a8cb7c97634e19.jpg",0.803,"2026-04-06T16:39:01.925211Z"
36210,"1","Not Flooded","2026-04-06T13:13:08.637407Z",215786,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_34a93f95bb4062a78404fde18d3952ef.jpg",1.666,"2026-04-06T13:13:08.637461Z"
36206,"1","Not Flooded","2026-04-06T13:12:59.651331Z",215787,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_3a07332fac0f1d6b256d1377a0e4af7d.jpg",1.256,"2026-04-06T13:12:59.651352Z"
36445,"1","Not Flooded","2026-04-06T16:33:29.518506Z",215788,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_d4515317d7f420228e430217dd5e898c.jpg",0.893,"2026-04-06T16:33:29.518527Z"
36321,"1","Not Flooded","2026-04-06T16:29:51.905039Z",215789,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_5be1dd317e4dca46b6a13bcde1d67f1d.jpg",1.253,"2026-04-06T16:29:51.905064Z"
36345,"1","Not Flooded","2026-04-06T16:30:44.076960Z",215790,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_0320f09fa6e540a1d4718939d8082b1c.jpg",0.907,"2026-04-06T16:30:44.076981Z"
36300,"1","Not Flooded","2026-04-06T13:16:08.340171Z",215791,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_163500fcb28d75868548e541a8869ce1.jpg",0.963,"2026-04-06T13:16:08.340184Z"
36442,"1","Not Flooded","2026-04-06T16:33:26.066012Z",215792,"/data/local-files/?d=/share/ju/nexar_data/training_datasets/street_flooding/all_no_letterboxing/nlbx_e4cee750fb45528a166bf611ddd75556.jpg",0.868,"2026-04-06T16:33:26.066034Z"
