,image,gt,pred,tp,camera_heading,captured_at,h3_index_res12,direction,frame_quality,frame_context,gps_info.longitude,gps_info.latitude
15,nlbx_c3f86eeb8ecef9446cf0e1e2d9202dfd.jpg,0,0,0,290.9627685546875,2023-09-29 16:11:30.642000-04:00,631243921978854399,WEST,1.0,DAYLIGHT,-73.915292,40.824645
16,nlbx_18b195c66aba86adebca78a82a080213.jpg,1,1,1,150.8121337890625,2023-09-29 10:16:59.195000-04:00,631243949981852159,SOUTH_EAST,0.807417631149292,DAYLIGHT,-74.001571,40.707615
17,nlbx_1775592f72239ca1648d101fdfcc9f0f.jpg,1,1,1,159.125,2023-09-29 08:16:49.638000-04:00,631243951172596223,SOUTH,0.7458139657974243,DAYLIGHT,-73.996925,40.669207
18,nlbx_011ab18a632670c8da85dfd665a19c5a.jpg,1,1,1,273.5,2023-09-29 16:59:57.735000-04:00,631243934230047231,WEST,0.9171293377876282,DAYLIGHT,-73.807394,40.590987
19,nlbx_44c110d8cf63e972eaa7be3bb3e6202c.jpg,1,1,1,137.0,2023-09-29 10:11:14.947000-04:00,631243934761282559,SOUTH_EAST,0.8009453415870667,DAYLIGHT,-73.74204,40.639187
20,nlbx_aedc1281b8e248d5ff26488d14c39bcb.jpg,1,1,1,276.5,2023-09-29 10:09:41.022000-04:00,631243949980694527,WEST,0.6971740126609802,DAYLIGHT,-73.978208,40.696424
21,nlbx_b0b56d5bb957f954d967560ce215f3a4.jpg,0,0,0,299.1194152832031,2023-09-29 17:39:57.044000-04:00,631243922651846143,NORTH_WEST,0.8155488967895508,DAYLIGHT,-73.973726,40.743879
22,nlbx_95630143d62697d2f236c49e2a28c546.jpg,0,1,0,60.681339263916016,2023-09-29 08:32:49.489000-04:00,631243922055851519,NORTH_EAST,0.8250738382339478,DAYLIGHT,-73.905105,40.864781
23,nlbx_bd925c501da7c89dd30128257a5a3929.jpg,1,1,1,201.2671661376953,2023-09-29 09:06:41.237000-04:00,631243922703790591,SOUTH,0.6442110538482666,DAYLIGHT,-73.97934,40.718809
24,nlbx_fefe86c8cad1909a7cf0bf04683be52f.jpg,1,1,1,214.30975341796875,2023-09-29 10:34:15.702000-04:00,631243921928525823,SOUTH_WEST,0.7455098628997803,DAYLIGHT,-73.902363,40.88012
25,nlbx_9799bc84c5c54927c6a75906eedd0c40.jpg,0,0,0,259.50690854504074,2023-09-29 14:55:50.441000-04:00,631243949982538751,WEST,0.8859400153160095,DAYLIGHT,-73.992508,40.709625
26,nlbx_3a8d681773328eae21168023343dd5d7.jpg,1,1,1,97.4375,2023-09-29 08:48:48.013000-04:00,631243923214130687,EAST,0.8161607980728149,DAYLIGHT,-73.888903,40.768893
27,nlbx_513e24a12dc4bc71979a8150837c1764.jpg,0,0,0,153.29067993164062,2023-09-29 14:56:07.389000-04:00,631243919672398335,SOUTH_EAST,0.8069666028022766,DAYLIGHT,-73.841349,40.837981
28,nlbx_5fa4fd9a78905da9327f7d4b755512c8.jpg,1,1,1,94.78817749023438,2023-09-29 08:35:51.174000-04:00,631243922862414335,EAST,0.6542209386825562,DAYLIGHT,-73.92252,40.713929
29,nlbx_93ed60f323108bef0b58d414707cf6ca.jpg,0,0,0,131.625,2023-09-29 11:03:37.050000-04:00,631243919671370751,SOUTH_EAST,0.9014569520950316,DAYLIGHT,-73.846389,40.836599
30,nlbx_75a87a892780b66ab95c41b6380b53ee.jpg,0,1,0,77.05447387695312,2023-09-29 08:27:48.224000-04:00,631243922603132415,EAST,0.7158427834510803,DAYLIGHT,-73.842307,40.667739
31,nlbx_47ef0dac2508b98b2056291ecdcc33b2.jpg,0,1,0,354.5,2023-09-29 13:52:14.477000-04:00,631243950946107903,NORTH,0.723185122013092,DAYLIGHT,-73.942379,40.658234
32,nlbx_f3e9d0daddf827e780e511534e7caf2f.jpg,0,1,0,86.61525084140068,2023-09-29 09:46:16.408000-04:00,631243934997491199,EAST,0.6870854496955872,DAYLIGHT,-73.787289,40.64469
33,nlbx_24ab720d3c5b9966f8bf04b1ed76ea3b.jpg,0,0,0,96.625,2023-09-29 09:55:42.381000-04:00,631243922423757823,EAST,0.8444802761077881,DAYLIGHT,-73.900799,40.725774
34,nlbx_c742c3b76c783c0291dce02643bc3913.jpg,0,0,0,353.01245688277805,2023-09-29 15:30:29.388000-04:00,631243950387747327,NORTH,0.8557989597320557,DAYLIGHT,-73.962849,40.591359
35,nlbx_5806845ce09122f78c4e15605592920a.jpg,0,1,0,118.27385711669922,2023-09-29 10:27:43.992000-04:00,631243922710146047,SOUTH_EAST,0.7403883337974548,DAYLIGHT,-73.975134,40.732852
36,nlbx_c75ded31c4c163c396b55645b8de4645.jpg,1,1,1,172.14154052734375,2023-09-29 09:31:06.273000-04:00,631243919445298687,SOUTH,0.7452542781829834,DAYLIGHT,-73.844962,40.848322
37,nlbx_a1991ab2d682a6daba50ed1cde96988f.jpg,0,0,0,338.5,2023-09-29 17:26:25.468000-04:00,631243922441979903,NORTH,0.7966349720954895,DAYLIGHT,-73.896854,40.714
38,nlbx_cbab77b3466450ab49d4653d0d8ce2bf.jpg,0,0,0,180.44753419084265,2023-09-29 14:17:49.123000-04:00,631243922967028223,SOUTH,0.7643951773643494,DAYLIGHT,-73.83478,40.748598
39,nlbx_2b626faea3308adb043b254d439511fe.jpg,0,0,0,350.0,2023-09-29 16:46:20.764000-04:00,631243922546551807,NORTH,0.8779327869415283,DAYLIGHT,-73.893517,40.670436
40,nlbx_cb40f654830c29575b644664a29b9fd0.jpg,0,0,0,105.7251968383789,2023-09-29 16:15:49.268000-04:00,631243922844708351,EAST,0.9622598886489868,DAYLIGHT,-73.961865,40.677149
41,nlbx_c70cbb3217d8126bd9d1043394622f40.jpg,0,0,0,49.37795639038086,2023-09-29 15:40:26.557000-04:00,631243950842298879,NORTH_EAST,0.757191002368927,DAYLIGHT,-73.914104,40.640437
42,nlbx_9cebdcb84cbb12b265474c4032ba3d50.jpg,0,0,0,25.828125,2023-09-29 08:58:42.274000-04:00,631243922044411391,NORTH_EAST,0.8195246458053589,DAYLIGHT,-73.89671,40.854486
43,nlbx_1e78dae65909dad0a61a60ea16cb5842.jpg,0,0,0,144.33157348632812,2023-09-29 15:28:46.689000-04:00,631243922956442623,SOUTH_EAST,0.6764048933982849,DAYLIGHT,-73.860569,40.76149
44,nlbx_46cf4c5a4ad80fc353804548dec86496.jpg,1,1,1,210.75,2023-09-29 09:23:23.932000-04:00,631243921513689599,SOUTH_WEST,0.9473174214363098,DAYLIGHT,-73.965577,40.813164
45,nlbx_2f5beb4615f8efb363f4dda2596e88f1.jpg,0,0,0,211.801025390625,2023-09-29 14:28:27.419000-04:00,631243923235948543,SOUTH_WEST,0.7142742276191711,DAYLIGHT,-73.914324,40.766071
46,nlbx_589c00e0cd973acc666406cd28b11f84.jpg,0,0,0,339.66535070775,2023-09-29 14:50:04.242000-04:00,631243923104630271,NORTH,0.6690219640731812,DAYLIGHT,-73.828104,40.690329
47,nlbx_5f3b26d47f198bf293eae01f01972269.jpg,0,1,0,2.4878134388919646,2023-09-29 13:58:48.649000-04:00,631243934200847359,NORTH,0.6002490520477295,DAYLIGHT,-73.767149,40.597466
48,nlbx_0b65f90e18f850db00182cfb91100e42.jpg,0,0,0,285.4595031738281,2023-09-29 16:10:26.390000-04:00,631243922845794815,WEST,0.7799352407455444,DAYLIGHT,-73.960967,40.679552
49,nlbx_5ecc9d3f1475aa7d746e72104b0716c9.jpg,0,1,0,314.2393336723637,2023-09-29 09:28:21.455000-04:00,631243934998647807,NORTH_WEST,0.7559518218040466,DAYLIGHT,-73.781033,40.646427
50,nlbx_d09c9b4a978a84acaea239704d46c7d2.jpg,0,1,0,119.38202667236328,2023-09-29 10:28:37.185000-04:00,631243922752495103,SOUTH_EAST,0.8339027762413025,DAYLIGHT,-73.989351,40.763662
51,nlbx_b0170237dc9ab5f5aa798ef3a8d07c0f.jpg,0,1,0,29.2287654876709,2023-09-29 09:12:52.416000-04:00,631243921490734079,NORTH_EAST,0.7766797542572021,DAYLIGHT,-73.984813,40.779352
52,nlbx_c7a4a130328d06704341996130ee992c.jpg,0,0,0,214.25,2023-09-29 12:27:58.572000-04:00,631243921499472895,SOUTH_WEST,0.6919246315956116,DAYLIGHT,-73.983696,40.786509
53,nlbx_b066d39da241033e294ddc4688be27aa.jpg,1,1,1,101.96907806396484,2023-09-29 08:59:23.390000-04:00,631243923205614591,EAST,0.7700977325439453,DAYLIGHT,-73.898929,40.766925
54,nlbx_51ac7e2c7d21b44621cdce5082d53f6b.jpg,0,0,0,232.625,2023-09-29 09:26:42.007000-04:00,631243923011513343,SOUTH_WEST,0.7874162793159485,DAYLIGHT,-73.786629,40.764904
55,nlbx_c410a9d5ac70a1319f012457a4d47034.jpg,0,0,0,223.74365234375,2023-09-29 11:55:25.373000-04:00,631243922867701759,SOUTH_WEST,0.8477940559387207,DAYLIGHT,-73.906315,40.679469
56,nlbx_2742dcc4bda7d3692ac82e713411067d.jpg,0,0,0,4.120293140411377,2023-09-29 14:06:32.403000-04:00,631243922799706623,NORTH,0.7600994110107422,DAYLIGHT,-73.928054,40.671792
57,nlbx_1d12ba6c5bb974112c88776bbc5c2f4a.jpg,0,0,0,39.39975738525391,2023-09-29 11:46:54.820000-04:00,631243922708726783,NORTH_EAST,0.7564773559570312,DAYLIGHT,-73.964255,40.717927
58,nlbx_950c084c5b0dc5ff37e85e5cd3a95492.jpg,0,1,0,69.4663314819336,2023-09-29 14:47:49.804000-04:00,631243922580890623,EAST,0.7167335748672485,DAYLIGHT,-73.851745,40.687237
59,nlbx_be8632a6c9c56cc3deb5afc976c97db4.jpg,0,0,0,158.9620361328125,2023-09-29 16:15:55.494000-04:00,631243923156146175,SOUTH,0.7543941736221313,DAYLIGHT,-73.834816,40.731152
60,nlbx_e4515596227938b68a46e22b426e24c0.jpg,0,0,0,210.12779235839844,2023-09-29 16:38:03.558000-04:00,631243921490373631,SOUTH_WEST,0.923760950565338,DAYLIGHT,-73.989535,40.776271
61,nlbx_8c615749eb93de0d7ce04a0c6bf5be1e.jpg,0,0,0,351.8172912597656,2023-09-29 13:49:13.481000-04:00,631243950384940031,NORTH,0.906834363937378,DAYLIGHT,-73.965046,40.595558
62,nlbx_e9bf37c113d56918f6ce845df9d2cf2f.jpg,0,0,0,209.1358642578125,2023-09-29 17:15:49.139000-04:00,631243921532324351,SOUTH_WEST,0.867355227470398,DAYLIGHT,-73.938641,40.802721
63,nlbx_a5c4b838d2f25c1a8989a37de8073ac6.jpg,0,0,0,12.8984375,2023-09-29 13:16:55.734000-04:00,631243922692388863,NORTH,0.8499617576599121,DAYLIGHT,-73.973021,40.739234
64,nlbx_87919f257722843efd571c8908e463ca.jpg,0,0,0,25.125,2023-09-29 14:56:21.840000-04:00,631243919435913727,NORTH_EAST,0.8841966986656189,DAYLIGHT,-73.849396,40.884064
65,nlbx_2289a1d50a1a7d18bd699e92a4827ac9.jpg,0,0,0,265.3215637207031,2023-09-29 10:44:14.481000-04:00,631243950876461055,WEST,0.7129714488983154,DAYLIGHT,-73.947664,40.641006
66,nlbx_923b9fb030d280ba010e90d91557b1c0.jpg,1,1,1,207.24989318847656,2023-09-29 11:08:14.297000-04:00,631243951182630399,SOUTH_WEST,0.7919372916221619,DAYLIGHT,-73.987682,40.678681
67,nlbx_2b22396d83f0ab19a8dc197cd8eb1096.jpg,0,0,0,316.7105712890625,2023-09-29 17:37:25.429000-04:00,631243949984627199,NORTH_WEST,0.7163625955581665,DAYLIGHT,-73.990985,40.701559
68,nlbx_f7245fe92e868e4382559ea9d81dde58.jpg,1,1,1,244.625,2023-09-29 09:02:33.036000-04:00,631243951185660415,SOUTH_WEST,0.7065252661705017,DAYLIGHT,-73.974695,40.650308
69,nlbx_c31439de50c5ff5fe02f3270291b86b1.jpg,1,1,1,354.5382385253906,2023-09-29 14:05:28.196000-04:00,631243951185724415,NORTH,0.7373947501182556,DAYLIGHT,-73.97199,40.650561
70,nlbx_85856021c892f5bfacd3775b63a29074.jpg,0,0,0,258.75,2023-09-29 10:18:28.841000-04:00,631243919663154175,WEST,0.7344649434089661,DAYLIGHT,-73.852449,40.826979
71,nlbx_680ba3f00419a7ac6ab76773f1d2b7f7.jpg,0,1,0,268.6076965332031,2023-09-29 10:22:51.962000-04:00,631243922717202943,WEST,0.8430954217910767,DAYLIGHT,-73.940577,40.750887
72,nlbx_e991d65f478a12c49ba615bdadf7bc12.jpg,0,0,0,188.5331115722656,2023-09-29 10:21:24.362000-04:00,631243922740250111,SOUTH,0.7062915563583374,DAYLIGHT,-73.920026,40.746014
73,nlbx_fc0dd02fa4eaa78ccbd5379c8464d0a6.jpg,0,0,0,160.112060546875,2023-09-29 08:29:30.206000-04:00,631243922597038079,SOUTH,0.9906812310218812,DAYLIGHT,-73.834532,40.669964
74,nlbx_7d34f0ac0c5c66c1b8f78e83c67c1d1e.jpg,0,0,0,215.00917053222656,2023-09-29 14:23:46.929000-04:00,631243922050461183,SOUTH_WEST,0.904073178768158,DAYLIGHT,-73.910369,40.85295
75,nlbx_d9e27cee8b815bdefe5d720916c7ed9f.jpg,1,1,1,77.29768109111126,2023-09-29 14:41:31.898000-04:00,631243934229879807,EAST,0.6526778340339661,DAYLIGHT,-73.80812,40.590878
76,nlbx_d5e10b4f81b26c6518f312370bdce080.jpg,0,0,0,127.0626721002942,2023-09-29 15:42:28.981000-04:00,631243922468357631,SOUTH_EAST,0.8714815378189087,DAYLIGHT,-73.86631,40.731549
77,nlbx_34017ec5da5d4b2002ebf6361c34f718.jpg,1,1,1,262.998291015625,2023-09-29 07:28:38.343000-04:00,631243950347447807,WEST,0.9327679872512816,DAYLIGHT,-73.992757,40.578153
78,nlbx_d7d8fe30c4b4599bbcfe1347c70692ed.jpg,0,0,0,200.125,2023-09-29 17:25:54.844000-04:00,631243949990947839,SOUTH,0.6716136932373047,DAYLIGHT,-73.987334,40.716584
79,nlbx_44bc0ead683ee8123fa1f881f4968801.jpg,1,1,1,261.72149658203125,2023-09-29 07:53:05.627000-04:00,631243950357756415,WEST,0.7256389260292053,DAYLIGHT,-73.983398,40.575431
80,nlbx_3b8d0e7abdcf0af6da33f8d8330cd21c.jpg,0,1,0,204.48252868652344,2023-09-29 14:17:35.066000-04:00,631243922895281151,SOUTH_WEST,0.7643849849700928,DAYLIGHT,-73.960148,40.710466
81,nlbx_cb020bf0d5d9474243db986afd7ed95b.jpg,0,0,0,308.75,2023-09-29 18:02:04.244000-04:00,631243922725743103,NORTH_WEST,0.8857010006904602,DAYLIGHT,-73.93246,40.762382
82,nlbx_16f0f37152f8f6a18bc8b5677c6da9b7.jpg,0,0,0,157.625,2023-09-29 17:30:34.445000-04:00,631243923108444671,SOUTH,0.8387812972068787,DAYLIGHT,-73.812365,40.694867
83,nlbx_2eb7d4f8a05744106e128b39494e434c.jpg,0,0,0,214.7454778378361,2023-09-29 12:42:38.316000-04:00,631243922738161151,SOUTH_WEST,0.928709864616394,DAYLIGHT,-73.937471,40.735008
84,nlbx_5f0e50bed2b7c67cdd38f94c8bca974d.jpg,1,1,1,43.59375,2023-09-29 09:01:00.014000-04:00,631243949916369919,NORTH_EAST,0.6876160502433777,DAYLIGHT,-74.010516,40.680375
85,nlbx_20c66f2f704a469727f32595a121b084.jpg,0,0,0,217.15093994140625,2023-09-29 09:30:13.944000-04:00,631243950837386239,SOUTH_WEST,0.7160759568214417,DAYLIGHT,-73.930063,40.632524
86,nlbx_b966eae5d4e535f9e0c557ca75cf5e8e.jpg,1,1,1,333.82080078125,2023-09-29 09:19:35.341000-04:00,631243951173406207,NORTH_WEST,0.7001806497573853,DAYLIGHT,-73.996308,40.668613
87,nlbx_f3e598b567976e75899f5b99db8c70dc.jpg,0,0,0,335.5553004821987,2023-09-29 13:04:37.514000-04:00,631243922971563007,NORTH_WEST,0.7097426056861877,DAYLIGHT,-73.850656,40.750375
88,nlbx_f6fcf0b4f5ad99b6b5d9b107b93e4b63.jpg,0,1,0,208.5,2023-09-29 11:35:42.417000-04:00,631243935004503551,SOUTH_WEST,0.722203254699707,DAYLIGHT,-73.780016,40.662967
89,nlbx_6904685d24396e1741ab02e932441a8e.jpg,0,1,0,14.96875,2023-09-29 07:44:06.722000-04:00,631243949961553919,NORTH,0.6808375716209412,DAYLIGHT,-73.999059,40.725346
90,nlbx_58d468db31c8b46067ad099388ca0b2c.jpg,0,0,0,175.13430786132812,2023-09-29 15:52:41.939000-04:00,631243950838385151,SOUTH,0.8734022378921509,DAYLIGHT,-73.928711,40.636109
91,nlbx_a80c16227bade552185c39df455b021c.jpg,1,1,1,215.57684326171875,2023-09-29 10:34:51.702000-04:00,631243921868377599,SOUTH_WEST,0.7372276782989502,DAYLIGHT,-73.903153,40.879286
92,nlbx_154e3098563a365d9f83d705f9b090e7.jpg,0,0,0,38.355613708496094,2023-09-29 16:19:13.666000-04:00,631243950301579775,NORTH_EAST,0.7729086875915527,DAYLIGHT,-73.988445,40.597885
93,nlbx_423ab4aa062b7723a10e4ce26235f681.jpg,1,1,1,148.07333374023438,2023-09-29 09:49:19.856000-04:00,631243921532431871,SOUTH_EAST,0.7309763431549072,DAYLIGHT,-73.934723,40.805929
94,nlbx_4e08817a8168c603aa0ef912da66484e.jpg,1,1,1,70.37147521972656,2023-09-29 11:16:47.348000-04:00,631243920504636415,EAST,0.9579063653945924,DAYLIGHT,-73.761913,40.747314
95,nlbx_afbcf02393ad63dbe0d21218c171870b.jpg,1,1,1,171.74627685546875,2023-09-29 08:49:34.261000-04:00,631243950346496511,SOUTH,0.8456429243087769,DAYLIGHT,-73.993864,40.573229
96,nlbx_7a282e1d3492ae2e92592f644d4acdb2.jpg,0,0,0,128.03314208984375,2023-09-29 17:01:49.944000-04:00,631243922413612543,SOUTH_EAST,0.6818352937698364,DAYLIGHT,-73.906926,40.726916
97,nlbx_3ebb4231aecd0f7dfcfd59331c1e122a.jpg,0,0,0,29.258811950683597,2023-09-29 11:33:33.105000-04:00,631243923289384959,NORTH_EAST,0.6143662929534912,DAYLIGHT,-73.931943,40.800744
98,nlbx_476be2f7b42f9ecab85d3feb0741a24e.jpg,1,1,1,158.375,2023-09-29 11:18:01.543000-04:00,631243923289320447,SOUTH,0.7421272993087769,DAYLIGHT,-73.929981,40.800402
99,nlbx_e16233f8e8863122f3852c11d3e95c91.jpg,0,1,0,219.98501586914065,2023-09-29 06:53:09.145000-04:00,631243922035573759,SOUTH_WEST,0.8043791055679321,NIGHTTIME,-73.922986,40.820896
100,nlbx_119a739c0b5bbbe790b3078a80c3c32d.jpg,0,0,0,257.6211711900908,2023-09-29 15:07:00.686000-04:00,631243923297437183,WEST,0.767731785774231,DAYLIGHT,-73.91498,40.803662
101,nlbx_ccaafd467c010e108c1524696f94a7da.jpg,0,0,0,261.7060546875,2023-09-29 12:07:43.445000-04:00,631243951126400511,WEST,0.8115430474281311,DAYLIGHT,-73.974295,40.63596
102,nlbx_5973977483e0256e2bc960ddb6b88640.jpg,0,0,0,177.3472442626953,2023-09-29 12:10:45.198000-04:00,631243949786848767,SOUTH,0.8397324085235596,DAYLIGHT,-74.010035,40.737705
103,nlbx_287e3e8dec0f92dd70541c915b5da4e8.jpg,0,0,0,69.66168975830078,2023-09-29 11:45:27.343000-04:00,631243923131111423,EAST,0.95915025472641,DAYLIGHT,-73.795245,40.738231
104,nlbx_a1e5e091374023b1ef541b75f9761eb1.jpg,0,0,0,8.84375,2023-09-29 16:51:38.755000-04:00,631243922652083199,NORTH,0.869023859500885,DAYLIGHT,-73.972343,40.742175
105,nlbx_17aca3d3249965a2e401d0a5d37ce5cc.jpg,1,1,1,357.2199246440463,2023-09-29 10:23:06.726000-04:00,631243922026309119,NORTH,0.8508055210113525,DAYLIGHT,-73.93092,40.816492
106,nlbx_bbbd1390be03a0d57844bb63b2c1c357.jpg,1,1,1,259.0,2023-09-29 08:23:07.307000-04:00,631243950307202559,WEST,0.732123851776123,DAYLIGHT,-73.972361,40.58815
107,nlbx_bb1cdd6d593f07b01ffb7e507318ced6.jpg,1,1,1,2.405766248703003,2023-09-29 08:45:01.698000-04:00,631243950325827071,NORTH,0.732428789138794,DAYLIGHT,-73.974484,40.584273
108,nlbx_a4c134f15b9c33a64b7a82c6a7091666.jpg,0,1,0,31.328125,2023-09-29 08:46:28.850000-04:00,631243921490734079,NORTH_EAST,0.8586289882659912,DAYLIGHT,-73.984804,40.779364
109,nlbx_0e070b9c580245957f3e2b4a2f0d8f0a.jpg,1,1,1,15.6015625,2023-09-29 16:25:30.049000-04:00,631243934259834367,NORTH,0.7506408095359802,DAYLIGHT,-73.760101,40.608862
110,nlbx_5ebdba2db693aeb41bf9a451cb2ae0ed.jpg,0,0,0,238.01614379882807,2023-09-29 10:22:22.037000-04:00,631243922972088831,SOUTH_WEST,0.8906607031822205,DAYLIGHT,-73.845705,40.740141
111,nlbx_64387b1778171a9f070356a771cab95c.jpg,0,0,0,299.5,2023-09-29 12:15:49.638000-04:00,631243921459071999,NORTH_WEST,0.7274195551872253,DAYLIGHT,-73.955629,40.775299
112,nlbx_9b166e2f9f9ccebcc0aae48ee28669f7.jpg,0,0,0,317.06798571531823,2023-09-29 09:24:28.448000-04:00,631243934996661759,NORTH_WEST,0.7515982389450073,DAYLIGHT,-73.791931,40.656245
113,nlbx_a9c482a4b84fe64c746c89db1c075488.jpg,1,1,1,187.25,2023-09-29 09:48:35.612000-04:00,631243922622486015,SOUTH,0.8279223442077637,DAYLIGHT,-73.877719,40.69354
114,nlbx_b5c2dad8094e4c943e6c83b818748510.jpg,0,0,0,331.103759765625,2023-09-29 12:48:08.309000-04:00,631243922836699647,NORTH_WEST,0.8082501292228699,DAYLIGHT,-73.966559,40.669086
115,nlbx_bb6f94647618266504ea36ba563e36c8.jpg,0,1,0,139.78546142578125,2023-09-29 07:39:36.606000-04:00,631243923113643519,SOUTH_EAST,0.6288750171661377,DAYLIGHT,-73.821451,40.701598
116,nlbx_c351c169fc9e10822cbfedd1b1d4875e.jpg,0,0,0,290.5,2023-09-29 17:29:59.521000-04:00,631243921457269759,WEST,0.7732681035995483,DAYLIGHT,-73.955393,40.779428
117,nlbx_1258b33dcdb4523160f260168f248ab3.jpg,1,1,1,34.28125,2023-09-29 11:00:30.685000-04:00,631243923292961279,NORTH_EAST,0.6974625587463379,DAYLIGHT,-73.906645,40.804635
118,nlbx_9021b6c964d7910e2d18158b66fb5ee1.jpg,0,0,0,7.725464344024658,2023-09-29 14:10:56.021000-04:00,631243949964663807,NORTH,0.7796735167503357,DAYLIGHT,-74.010925,40.725838
119,nlbx_b522fb99e4e56da4a920c71ffefb305e.jpg,0,1,0,310.0,2023-09-29 10:55:16.791000-04:00,631243949845583871,NORTH_WEST,0.7983769774436951,DAYLIGHT,-74.00639,40.751915
120,nlbx_0005ca0739d71de3592fd32348810934.jpg,0,1,0,73.6875,2023-09-29 11:33:34.788000-04:00,631243949990602239,EAST,0.9036498665809632,DAYLIGHT,-73.992277,40.709751
121,nlbx_7223d4d31e7a2852a820202ff54dd9cc.jpg,1,1,1,26.96878242492676,2023-09-29 08:22:39.171000-04:00,631243922894923775,NORTH_EAST,0.7022956013679504,DAYLIGHT,-73.955692,40.710534
122,nlbx_002ff9a45ae99b082088c482460d49ee.jpg,1,1,1,158.25,2023-09-29 14:16:27.511000-04:00,631243951013751807,SOUTH,0.7427493929862976,DAYLIGHT,-73.944294,40.584289
123,nlbx_e3c0b5ac2a6b7ebe560e4a8ce1893646.jpg,0,1,0,344.1727366383364,2023-09-29 12:18:33.049000-04:00,631243951129806335,NORTH,0.6961575150489807,DAYLIGHT,-73.967789,40.628212
124,nlbx_a27efea23dedc301c0c37f0594105dd7.jpg,1,1,1,194.9857940673828,2023-09-29 12:37:45.304000-04:00,631243921937545215,SOUTH,0.7597917318344116,DAYLIGHT,-73.887442,40.890336
125,nlbx_9ec4bf334f25cc3c474f04aa6951b7eb.jpg,0,1,0,299.417724609375,2023-09-29 09:58:34.812000-04:00,631243921500884479,NORTH_WEST,0.6790502071380615,DAYLIGHT,-73.980258,40.7755
126,nlbx_bc1b6a200552083a941454b844f08651.jpg,1,1,1,160.125,2023-09-29 09:17:26.389000-04:00,631243921461090815,SOUTH,0.660733699798584,DAYLIGHT,-73.967236,40.784492
