"Unnamed: 0","annotation_id","annotator","choice","created_at","id","image","labels","lead_time","pred_label","pred_score","updated_at"
170,29145,"1","Not Flooded","2025-02-08T04:08:49.500526Z",12,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/12319cb0b824147010ea3f840d22d913.jpg","",0.757,0,7.016407153059845e-07,"2025-02-08T04:08:49.500553Z"
121,29285,"1","Not Flooded","2025-02-09T16:36:58.554642Z",13,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/7d9874dbeb329fea3269fb24567107a5.jpg","",2.442,0,0.2450628876686096,"2025-02-09T16:36:58.554663Z"
173,29282,"1","Not Flooded","2025-02-08T04:13:33.736461Z",14,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/3d74e2bc68303ce82e004f063c9a33fe.jpg","",0.976,0,3.4344127470831154e-06,"2025-02-08T04:13:33.736482Z"
239,29213,"1","Flooded","2025-02-08T04:11:24.518217Z",15,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/0e71281e310e19243c42b53ed8405229.jpg","",1.738,1,0.9120544195175172,"2025-02-08T04:11:24.518244Z"
176,29234,"1","Not Flooded","2025-02-08T04:12:03.586965Z",16,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/cab81d1e82efbd7a5d9f3cfff731e6cb.jpg","",0.774,0,1.651947786740493e-05,"2025-02-08T04:12:03.586993Z"
138,29944,"1","Not Flooded","2025-02-10T18:18:00.153275Z",17,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/8d316084372e6163567c30ab488c7dbb.jpg","",0.702,0,4.297530267649563e-06,"2025-02-10T18:18:00.153298Z"
23,29287,"1","Not Flooded","2025-02-09T16:37:09.353970Z",18,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/c6e184652ab1c590e923eb0c0709d124.jpg","",2.527,0,3.0384127967408855e-05,"2025-02-09T16:37:09.353990Z"
240,29181,"1","Flooded","2025-02-08T04:10:07.364349Z",19,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/ddfc70e278f59d76a848393a9c897eb9.jpg","",1.915,1,0.9334035515785216,"2025-02-08T04:10:07.364376Z"
374,29214,"1","Not Flooded","2025-02-08T04:11:26.985565Z",20,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/9a1c0b50832c8f96fbb612e613c7add9.jpg","",1.917,1,0.9486610889434814,"2025-02-08T04:11:26.985592Z"
388,29146,"1","Not Flooded","2025-02-08T04:08:53.605597Z",21,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/11a1fa9768ffb376ccff92dcab6f1b7e.jpg","",3.551,1,0.9304470419883728,"2025-02-08T04:08:53.605623Z"
185,29332,"1","Not Flooded","2025-02-09T16:40:23.985037Z",22,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/fe8f8ed40d47cf076b8f29a451f4f539.jpg","",2.113,0,7.640035619260743e-06,"2025-02-09T16:40:23.985057Z"
361,29215,"1","Not Flooded","2025-02-08T04:11:28.624637Z",23,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/f900368dcf4cceba933630e3b53a95b8.jpg","",1.152,1,0.8755248188972473,"2025-02-08T04:11:28.624664Z"
299,29160,"1","Flooded","2025-02-08T04:09:22.160661Z",24,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/c83861451c15abbdce9ddc2150fe243f.jpg","",3.021,1,0.9980120658874512,"2025-02-08T04:09:22.160681Z"
175,29182,"1","Not Flooded","2025-02-08T04:10:09.135614Z",25,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/cbd443290d68f67ca4fa3513325599d0.jpg","",1.243,0,0.0001448680559406,"2025-02-08T04:10:09.135635Z"
200,29345,"1","Flooded","2025-02-09T16:42:07.815323Z",26,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/7e8b8c1fafc020f5a7c77c523ec61140.jpg","",1.212,1,0.9999912977218628,"2025-02-09T16:42:07.815343Z"
183,29327,"1","Not Flooded","2025-02-09T16:40:08.667865Z",27,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/51f14e6c60a4242c99a6ee3d368bce94.jpg","",3.05,0,0.4197413325309753,"2025-02-09T16:40:08.667886Z"
102,29177,"1","Not Flooded","2025-02-08T04:09:58.415530Z",28,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/71c626adf64d49a33b05a5cfee50cd01.jpg","",1.821,0,9.575992589816452e-05,"2025-02-08T04:09:58.415565Z"
213,29953,"1","Not Flooded","2025-02-10T18:18:13.535482Z",29,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/c49661ceaee37624dbb39c86d70760d6.jpg","",0.975,1,0.9922717809677124,"2025-02-10T18:18:13.535504Z"
113,29292,"1","Not Flooded","2025-02-09T16:37:27.589605Z",30,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/8b722a79da02b384c5afce21a9036fbb.jpg","",2.421,0,0.0005694557912647,"2025-02-09T16:37:27.589626Z"
318,29920,"1","Not Flooded","2025-02-10T18:17:00.138780Z",31,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/8ef763d50fbb7ca33004ba7e359ccaa3.jpg","",0.958,1,0.922350823879242,"2025-02-10T18:17:00.138803Z"
64,29226,"1","Not Flooded","2025-02-08T04:11:47.307922Z",32,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/e0a1b39d2b733cdce5fb529f0dc33c35.jpg","",1.024,0,0.0031646143179386,"2025-02-08T04:11:47.307949Z"
79,29378,"1","Not Flooded","2025-02-09T16:43:05.956096Z",33,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/d9e3b325e140d69ef09112ddcc7c97ec.jpg","",1.242,0,5.724013681174256e-05,"2025-02-09T16:43:05.956116Z"
70,29249,"1","Not Flooded","2025-02-08T04:12:31.459129Z",34,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/4f044d5f12dc2d557a1ca8152ba88ba5.jpg","",1.556,0,0.0069827646948397,"2025-02-08T04:12:31.459149Z"
283,29277,"1","Not Flooded","2025-02-08T04:13:25.025074Z",35,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/81baad42f987d9c919171634fabd6b4c.jpg","",1.119,1,0.9287863373756408,"2025-02-08T04:13:25.025093Z"
226,29258,"1","Flooded","2025-02-08T04:12:51.270428Z",36,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/ab43771a681e9486896e934081a6419e.jpg","",1.832,1,0.9556546211242676,"2025-02-08T04:12:51.270449Z"
243,29096,"1","Flooded","2025-02-08T04:06:43.779826Z",37,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/f2942e6ac58d7ff7a33334b5c5af8de2.jpg","",1.975,1,0.9527474641799928,"2025-02-08T04:06:43.779846Z"
215,29132,"1","Flooded","2025-02-08T04:08:28.170699Z",38,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/9e319d1a3f123e8cb4d31f9d5bf9654e.jpg","",1.231,1,0.999996781349182,"2025-02-08T04:08:28.170725Z"
303,29894,"1","Not Flooded","2025-02-10T18:16:12.534161Z",39,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/0d046b14fd806748a93cb6fd216118c2.jpg","",1.182,1,0.9042436480522156,"2025-02-10T18:16:12.534184Z"
316,29168,"1","Flooded","2025-02-08T04:09:36.787554Z",40,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/b2c5fa4ded55b346ae655d720a4c14eb.jpg","",1.796,1,0.9255192279815674,"2025-02-08T04:09:36.787581Z"
248,29253,"1","Flooded","2025-02-08T04:12:40.661623Z",41,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/9c400dfd96f8351ad25973ed8d89d1f5.jpg","",2.094,1,0.9995859265327454,"2025-02-08T04:12:40.661643Z"
45,29916,"1","Not Flooded","2025-02-10T18:16:52.095380Z",42,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/74c9b7229533cb066160ddde5194222c.jpg","",1.021,0,0.000752291525714,"2025-02-10T18:16:52.095399Z"
14,29372,"1","Not Flooded","2025-02-09T16:42:55.509075Z",43,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/d1f9f785da030d9c24f1e132a02b512b.jpg","",0.979,0,0.0006084292544983,"2025-02-09T16:42:55.509095Z"
77,29353,"1","Not Flooded","2025-02-09T16:42:22.348644Z",44,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/f369ff014fd004d06d28c6bfac2fe446.jpg","",0.904,0,0.0012652676086872,"2025-02-09T16:42:22.348664Z"
386,29163,"1","Flooded","2025-02-08T04:09:27.272818Z",45,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/93a66b01ee965e0ba72a54ba2b14aca3.jpg","",1.218,1,0.8727207779884338,"2025-02-08T04:09:27.272837Z"
88,29347,"1","Not Flooded","2025-02-09T16:42:10.739029Z",46,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/2c806125db2da718600eeed3699958e9.jpg","",1.066,0,0.0234489813446998,"2025-02-09T16:42:10.739049Z"
28,29381,"1","Not Flooded","2025-02-09T16:43:10.930172Z",47,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/ae99aa10c05064a2b6bbb371188e376c.jpg","",0.884,0,0.0950924158096313,"2025-02-09T16:43:10.930192Z"
71,29349,"1","Not Flooded","2025-02-09T16:42:15.788110Z",48,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/7499f865b82ca1ffd06273a9156dd321.jpg","",3.095,0,0.0002807618584483,"2025-02-09T16:42:15.788130Z"
179,29279,"1","Not Flooded","2025-02-08T04:13:28.775257Z",49,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/e9712f341a5ad0d895ff4febe9511d75.jpg","",1.144,0,0.0040549039840698,"2025-02-08T04:13:28.775277Z"
271,29148,"1","Not Flooded","2025-02-08T04:08:57.249782Z",50,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/a8ab134601d0f3554f20139124d047db.jpg","",1.439,1,0.9614489078521729,"2025-02-08T04:08:57.249808Z"
251,29912,"1","Not Flooded","2025-02-10T18:16:46.183319Z",51,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/5f7992af171b01c5f4a9d574a73e52aa.jpg","",1.069,1,0.964219093322754,"2025-02-10T18:16:46.183341Z"
310,29086,"1","Flooded","2025-02-08T04:06:23.006702Z",52,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/9049d32daa529a732b007b2fbafa5631.jpg","",1.312,1,0.9994348883628844,"2025-02-08T04:06:23.006723Z"
73,29085,"1","Not Flooded","2025-02-08T04:06:21.264237Z",53,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/08e0f2d2aecf4a47c1a95c5cff0fe800.jpg","",2.357,0,0.0864563658833503,"2025-02-08T04:06:21.264257Z"
201,29946,"1","Not Flooded","2025-02-10T18:18:03.529875Z",54,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/c4b7bd062bd5790c4cf82f877d650a1a.jpg","",1.195,1,0.9963781237602234,"2025-02-10T18:18:03.529897Z"
194,29905,"1","Not Flooded","2025-02-10T18:16:34.397052Z",55,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/2a3084a76f39b643d2f71c1d43cd0a09.jpg","",1.154,0,0.0002118962729582,"2025-02-10T18:16:34.397073Z"
219,29291,"1","Not Flooded","2025-02-09T16:37:24.709130Z",56,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/c96c72028276538e978321aba89322d6.jpg","",5.882,1,0.9903477430343628,"2025-02-09T16:37:24.709151Z"
352,29135,"1","Not Flooded","2025-02-08T04:08:33.119355Z",57,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/26fc6ed80983252b6d5128003d692920.jpg","",1.171,1,0.9897340536117554,"2025-02-08T04:08:33.119375Z"
60,29196,"1","Not Flooded","2025-02-08T04:10:35.892974Z",58,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/479dd4fcee20acdc480bc741566ca1fe.jpg","",1.954,0,4.302365050534718e-05,"2025-02-08T04:10:35.893001Z"
339,29351,"1","Not Flooded","2025-02-09T16:42:19.470687Z",59,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/2fb9f43c0438df4cf88c77e190c7dd68.jpg","",1.152,1,0.9660508632659912,"2025-02-09T16:42:19.470707Z"
341,29126,"1","Flooded","2025-02-08T04:08:17.710909Z",60,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/dbe02f336b66888e0f3a1a6fae56e0a9.jpg","",2.992,1,0.957598865032196,"2025-02-08T04:08:17.710929Z"
301,29934,"1","Flooded","2025-02-10T18:17:40.555216Z",61,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/9653230dc465b37ed4bee408c0099620.jpg","",1.931,1,0.9739255905151368,"2025-02-10T18:17:42.669552Z"
393,29239,"1","Flooded","2025-02-08T04:12:13.183870Z",62,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/a14e652ebe600f9961728517d3eb32da.jpg","",1.837,1,0.9525414705276488,"2025-02-08T04:12:13.183891Z"
294,29298,"1","Flooded","2025-02-09T16:37:51.340663Z",63,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/d8885fa3f52af9ecd84f848cc2ab1015.jpg","",2.302,1,0.9213143587112428,"2025-02-09T16:37:51.340683Z"
8,29218,"1","Not Flooded","2025-02-08T04:11:33.270137Z",64,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/fa73a0b091fc232c8ea6bbd46d5b84d9.jpg","",0.988,0,9.959653652913404e-06,"2025-02-08T04:11:33.270157Z"
305,29390,"1","Flooded","2025-02-09T16:43:29.201646Z",65,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/8ecadc00326b0d86ef6dc9f1f7d73eb0.jpg","",1.162,1,0.9957520961761476,"2025-02-09T16:43:29.201666Z"
128,29324,"1","Not Flooded","2025-02-09T16:39:45.685910Z",66,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/6628fdfd79107ef7ed96ca1c048e2e00.jpg","",1.878,0,0.0194812268018722,"2025-02-09T16:39:45.685931Z"
296,29902,"1","Not Flooded","2025-02-10T18:16:29.393640Z",67,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/d3a3ff5a88e639841523fab82eb17407.jpg","",0.901,1,0.9923911690711976,"2025-02-10T18:16:29.393660Z"
150,29346,"1","Not Flooded","2025-02-09T16:42:09.207374Z",68,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/fed7668522e4f7e4eec041194bbecacb.jpg","",0.929,0,3.1209385298325294e-08,"2025-02-09T16:42:09.207395Z"
72,29354,"1","Not Flooded","2025-02-09T16:42:24.853125Z",69,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/5f25ca8b239b52ff8e92689ce88c9df8.jpg","",2.019,0,0.0030630410183221,"2025-02-09T16:42:24.853146Z"
290,29143,"1","Not Flooded","2025-02-08T04:08:46.812275Z",70,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/b3eb3c495ce349cf6ee2122e44840b82.jpg","",1.191,1,0.9926162362098694,"2025-02-08T04:08:46.812302Z"
384,29348,"1","Flooded","2025-02-09T16:42:12.215005Z",71,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/c1809a01f61a780241d3c1aa9eb783c8.jpg","",1.017,1,0.9996994733810424,"2025-02-09T16:42:12.215025Z"
217,29386,"1","Not Flooded","2025-02-09T16:43:22.520765Z",72,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/a80064a0914ceec38142b637c94c5f23.jpg","",1.137,1,0.9845789670944214,"2025-02-09T16:43:22.520785Z"
206,29197,"1","Not Flooded","2025-02-08T04:10:38.031645Z",73,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/da35a1185109efe8eea40f0dcf62373b.jpg","",1.537,1,0.9447228312492372,"2025-02-08T04:10:38.031671Z"
7,29111,"1","Not Flooded","2025-02-08T04:07:35.857488Z",74,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/86f16e5a746f97c9ee42e35732d05539.jpg","",0.979,0,5.215582405071473e-06,"2025-02-08T04:07:35.857508Z"
353,29186,"1","Not Flooded","2025-02-08T04:10:16.648662Z",75,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/7c0d3f573ed272e4dc2cf3a3eaaa56a0.jpg","",1.28,1,0.9734757542610168,"2025-02-08T04:10:16.648683Z"
300,29945,"1","Flooded","2025-02-10T18:18:01.860378Z",76,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/318f5499ee176ce65ceee2d5ba3cc668.jpg","",1.243,1,0.9883262515068054,"2025-02-10T18:18:01.860399Z"
148,29937,"1","Not Flooded","2025-02-10T18:17:48.651808Z",77,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/af4f835e09242aeb02bb6c5215c12626.jpg","",1.187,0,9.52737536863424e-06,"2025-02-10T18:17:48.651828Z"
399,29365,"1","Flooded","2025-02-09T16:42:44.154575Z",78,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/3fb74e2f81a8b869c5ce7a6650341162.jpg","",1.216,1,0.9999974966049194,"2025-02-09T16:42:44.154595Z"
342,29936,"1","Not Flooded","2025-02-10T18:17:46.992122Z",79,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/a6ae8bf0d5561d0cf7f1ac57a918e84d.jpg","",1.296,1,0.937468409538269,"2025-02-10T18:17:46.992143Z"
207,29325,"1","Flooded","2025-02-09T16:40:01.301153Z",80,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/32ee14fe35310b9affa43fc7ee755222.jpg","",15.135,1,0.9975250363349916,"2025-02-09T16:40:01.301172Z"
105,29367,"1","Not Flooded","2025-02-09T16:42:47.154759Z",81,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/8f2f19f2b8f0c0b3b30e8a29dfeeafb3.jpg","",1.075,0,0.0102710295468568,"2025-02-09T16:42:47.154779Z"
235,29942,"1","Not Flooded","2025-02-10T18:17:57.354073Z",82,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/f088f38012298695d01cb0004d0c8fa3.jpg","",0.928,1,0.9294430017471312,"2025-02-10T18:17:57.354099Z"
26,29907,"1","Not Flooded","2025-02-10T18:16:37.180431Z",83,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/c4c5a851e14d3157e9169f9c48365919.jpg","",0.922,0,0.0004769907973241,"2025-02-10T18:16:37.180450Z"
86,29250,"1","Not Flooded","2025-02-08T04:12:33.029802Z",84,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/d28ab3511bfa059905d89d53cd141489.jpg","",1.123,0,6.44772671876126e-06,"2025-02-08T04:12:33.029822Z"
376,29896,"1","Not Flooded","2025-02-10T18:16:15.452758Z",85,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/b362fd23e870c611cdb44d59cc0ab26a.jpg","",1.053,1,0.878510594367981,"2025-02-10T18:16:15.452777Z"
308,29131,"1","Not Flooded","2025-02-08T04:08:26.433053Z",86,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/a6ffc054494c0ccb58f9292d4f20ab77.jpg","",1.245,1,0.928763210773468,"2025-02-08T04:08:26.433080Z"
151,29407,"1","Not Flooded","2025-02-09T16:43:56.251752Z",87,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/e5fb406c5709e351dc2e2675e1e83908.jpg","",1.041,0,0.0001171034600702,"2025-02-09T16:43:56.251773Z"
124,29380,"1","Not Flooded","2025-02-09T16:43:09.565598Z",88,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/3445f9a4e9ffea4358819c59f6ec2417.jpg","",1.13,0,0.0006160992779769,"2025-02-09T16:43:09.565617Z"
209,29199,"1","Flooded","2025-02-08T04:10:45.165988Z",89,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/dd57a1ee6b92a0280b8bc4e6eaf8b327.jpg","",2.647,1,1.0,"2025-02-08T04:10:45.166014Z"
57,29394,"1","Not Flooded","2025-02-09T16:43:35.559420Z",90,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/ec1255d8d60482e6f1c882d6c8e84ef8.jpg","",1.047,0,3.2392072171205655e-05,"2025-02-09T16:43:35.559440Z"
104,29293,"1","Not Flooded","2025-02-09T16:37:30.426790Z",91,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/9fc9709724412948e001379670be7d30.jpg","",2.38,0,5.711309495382011e-05,"2025-02-09T16:37:30.426811Z"
97,29387,"1","Not Flooded","2025-02-09T16:43:24.077177Z",92,"/data/local-files/?d=/share/XXXX-19/nexar_data/train_test_splits/flooding_train_test_split/test/inference_all/66124a14b9373331f9e90a1e7e15fab2.jpg","",1.088,0,2.9176839234423824e-05,"2025-02-09T16:43:24.077196Z"
