"annotation_id","annotator","choice","created_at","dry_road","dry_road_percentile","flooded_road","flooded_road_percentile","id","image","img_id","labels","lead_time","no_road","no_road_percentile","not_flooded","not_flooded_percentile","positive","updated_at","wet_road","wet_road_percentile"
30165,"1","Not Flooded","2025-02-10T19:11:19.969713Z",6.898081483086571e-05,0.3536307022582303,0.139135479927063,0.9959264185737174,19,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222321930010623/frames/2efe890b4b82c73f7329cd8e90080eb3.jpg","2efe890b4b82c73f7329cd8e90080eb3","",0.933,0.0084873186424374,0.485502239228168,0.8608644535634083,0.0040746610927087,True,"2025-02-10T19:11:19.969733Z",0.8523081541061401,0.2308013716082279
30120,"1","Not Flooded","2025-02-10T19:09:29.587720Z",0.0048967273905873,0.8704562238450808,0.1476459354162216,0.9963744801406158,21,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222321930010623/frames/140eeb317b8d7727e1c78b07c3127d4d.jpg","140eeb317b8d7727e1c78b07c3127d4d","",0.827,0.1753339022397995,0.8017246591493092,0.8523541213944554,0.0036265995258105,True,"2025-02-10T19:09:29.587740Z",0.6721234917640686,0.1515387405907071
30375,"1","Not Flooded","2025-02-10T19:21:29.858519Z",2.266581213916652e-05,0.174353171844027,0.1223459169268608,0.9947938484925696,23,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222337365049343/frames/d91a57493fdc151ffdd947adaac2da58.jpg","d91a57493fdc151ffdd947adaac2da58","",1.358,0.0014243668410927,0.207374769491218,0.8776540267099335,0.0052072311738565,True,"2025-02-10T19:21:29.858539Z",0.8762069940567017,0.2496037624215622
29529,"1","Not Flooded","2025-02-09T17:54:21.721546Z",4.313623139751144e-05,0.2755503059774652,0.0037635324988514,0.1442088852228215,24,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222325017018367/frames/a931776662859ee312f45b4e5aec6f67.jpg","a931776662859ee312f45b4e5aec6f67","",0.812,0.0004565682902466,0.073119329052096,0.9962365419087292,0.8558116284392774,False,"2025-02-09T17:54:21.721567Z",0.995736837387085,0.9563868747111892
30179,"1","Not Flooded","2025-02-10T19:11:41.315005Z",0.000500050431583,0.6322321455563089,0.3431623876094818,0.9990218222178076,25,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222325017018367/frames/2dac32a70c83a4915bd80ad201b60691.jpg","2dac32a70c83a4915bd80ad201b60691","",1.003,0.0051298621110618,0.4099946880411828,0.6568376576178706,0.0009792574486186,True,"2025-02-10T19:11:41.315025Z",0.6512077450752258,0.1451449560143898
29057,"1","Not Flooded","2025-02-08T03:52:48.470408Z",0.0003006084298249,0.5712741791296161,0.0049279755912721,0.2248772419273341,26,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222325553889279/frames/e7c2700649658b91002eeb9e1df258f6.jpg","e7c2700649658b91002eeb9e1df258f6","",1.146,0.0105968136340379,0.5167380686063234,0.9950719716434832,0.775119519073387,False,"2025-02-08T03:52:48.470428Z",0.9841745495796204,0.6644234797217052
29475,"1","Not Flooded","2025-02-09T17:50:22.971483Z",4.35292640759144e-05,0.2768167546954693,0.4254630506038666,0.9992906591579466,27,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222323809058815/frames/1f7436c355f072ebfd0152d6428a2b29.jpg","1f7436c355f072ebfd0152d6428a2b29","",10.824,0.0019702846184372,0.2568018984854439,0.5745369309479428,0.0007104205084797,True,"2025-02-09T17:50:22.971503Z",0.5725231170654297,0.1238874037477381
30060,"1","Not Flooded","2025-02-10T18:55:32.167862Z",0.0005022482946515,0.6327374294437991,0.0210250429809093,0.8085416729647208,28,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222323809058815/frames/0c49c492c6ec51d6e82781954d7968d7.jpg","0c49c492c6ec51d6e82781954d7968d7","",0.969,0.0844651684165,0.7391493524160775,0.9789749803021548,0.1914594067017054,False,"2025-02-10T18:55:32.167883Z",0.8940075635910034,0.2669540018915756
29001,"1","Not Flooded","2025-02-08T03:50:34.924017Z",5.233677802607417e-05,0.3075354238554456,0.1911520361900329,0.9977057088441956,29,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222324748582911/frames/953230114d3c6fd0913b1d5d8a66a904.jpg","953230114d3c6fd0913b1d5d8a66a904","",1.322,0.0760350227355957,0.7300294101134513,0.8088479677098803,0.0022953708222307,True,"2025-02-08T03:50:34.924038Z",0.7327606081962585,0.171903408722841
28980,"1","Not Flooded","2025-02-08T03:49:51.151184Z",2.770672153928899e-06,0.0101477847404265,0.0302111078053712,0.8991764304500481,31,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222325285453823/frames/872cda7eb3e70fa9e526caeecc8b350b.jpg","872cda7eb3e70fa9e526caeecc8b350b","",1.941,0.0001124169721151,0.0093358755878783,0.9697888212197086,0.1008246492163781,False,"2025-02-08T03:49:51.151211Z",0.9696736335754396,0.4826125120382806
28966,"1","Not Flooded","2025-02-08T03:49:11.105141Z",2.1188854589127004e-05,0.1647657339788299,0.0115028526633977,0.577426118426451,32,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222337365049343/frames/bd36e7f39ab6b3f41e0951749465e6e0.jpg","bd36e7f39ab6b3f41e0951749465e6e0","",1.382,0.0004390991816762,0.0698889671047233,0.988497158992686,0.4225749612399753,False,"2025-02-08T03:49:11.105168Z",0.9880368709564208,0.7463296739839259
30359,"1","Not Flooded","2025-02-10T19:20:58.861758Z",0.0007831911789253,0.681780197190276,0.1446578651666641,0.9962503185015956,33,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222321527357439/frames/69281cdc2c6291342a6e4bd2a57a7757.jpg","69281cdc2c6291342a6e4bd2a57a7757","",1.069,0.1199255883693695,0.7694275176741394,0.8553421060787514,0.0037507611648305,True,"2025-02-10T19:20:58.861777Z",0.7346333265304565,0.1726105902320419
30307,"1","Not Flooded","2025-02-10T19:19:15.360400Z",0.0001245262974407,0.4477517026339542,0.0324357599020004,0.9117691198127428,35,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222324882800639/frames/2ca4e19b0b9100e3b136687049e32947.jpg","2ca4e19b0b9100e3b136687049e32947","",1.261,0.0046003693714737,0.3930320488181971,0.9675642606744076,0.0882324996868967,False,"2025-02-10T19:19:15.360420Z",0.9628393650054932,0.4347503595289199
30178,"1","Not Flooded","2025-02-10T19:11:39.821558Z",8.451993198832497e-05,0.3867321952209645,0.1050285398960113,0.9929778495635988,36,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222337365049343/frames/f6864de6dfca9e5dd68da48cb8b63807.jpg","f6864de6dfca9e5dd68da48cb8b63807","",1.099,0.0016453977441415,0.2293027946085777,0.8949715615817695,0.0070232301028274,True,"2025-02-10T19:11:39.821580Z",0.8932416439056396,0.2661269774090597
30295,"1","Not Flooded","2025-02-10T19:18:47.270335Z",0.0002114772069035,0.524837726136133,0.2587175965309143,0.9985705216516304,41,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222325017018367/frames/8101f5dd6c801a17afc4ee03bd6cb088.jpg","8101f5dd6c801a17afc4ee03bd6cb088","",1.276,0.0040531205013394,0.3727656303308529,0.7412823484482942,0.0014305580147957,True,"2025-02-10T19:18:47.270355Z",0.7370177507400513,0.1735326253600687
30207,"1","Not Flooded","2025-02-10T19:12:40.071684Z",0.0002794077736325,0.5617957875734713,0.1109735593199729,0.9936666767435534,43,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222353471176703/frames/69648001845c2d41569733e17214f921.jpg","69648001845c2d41569733e17214f921","",1.332,0.029405066743493,0.6386162131347899,0.8890265131485646,0.0063344029228729,True,"2025-02-10T19:12:40.071704Z",0.8593420386314392,0.2359114328037209
29008,"1","Not Flooded","2025-02-08T03:50:48.189082Z",0.0002261099725728,0.5338302678004604,0.2257698476314544,0.9982163910638168,46,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222325285453823/frames/50a644dad3cbbe63145b24f6a1eb223a.jpg","50a644dad3cbbe63145b24f6a1eb223a","",1.318,0.0102345179766416,0.5119249156780521,0.7742301949620012,0.0017846886026093,True,"2025-02-08T03:50:48.189102Z",0.7637695670127869,0.1839600437048969
30368,"1","Not Flooded","2025-02-10T19:21:13.513391Z",0.0001371561666019,0.4622386667415235,0.0131426788866519,0.6336713409025148,47,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222325151236095/frames/d6fc8f43596399c589f582b5f06f16df.jpg","d6fc8f43596399c589f582b5f06f16df","",1.191,0.0059238690882921,0.4321343277780897,0.9868573623825796,0.3663297387639115,False,"2025-02-10T19:21:13.513414Z",0.9807963371276855,0.6068821177009152
30382,"1","Flooded","2025-02-10T19:21:43.852538Z",5.5685184634057805e-05,0.3179218148760759,0.4373390972614288,0.999320889817882,48,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222325017018367/frames/04cebb9e96a83a448032e248b9353375.jpg","04cebb9e96a83a448032e248b9353375","",1.778,0.0010507024126127,0.1643867710632123,0.5626608791171748,0.0006801898485443,True,"2025-02-10T19:21:43.852559Z",0.561554491519928,0.1211569273557241
30209,"1","Not Flooded","2025-02-10T19:12:43.345340Z",0.0080950325354933,0.9165482632485868,0.1286217123270034,0.9952807780508134,49,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222324748582911/frames/8d68e34f530f78765f05898b02e581c1.jpg","8d68e34f530f78765f05898b02e581c1","",1.072,0.0503689832985401,0.6923328568405506,0.8713782085105776,0.0047203016156128,True,"2025-02-10T19:12:43.345360Z",0.8129141926765442,0.2067291289683139
29446,"1","Not Flooded","2025-02-09T17:49:08.224611Z",0.000105302358861,0.4216831567718838,0.1191437318921089,0.9945401268823983,52,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222324345929727/frames/10e5863db68aca01464199a972786359.jpg","10e5863db68aca01464199a972786359","",4.4,0.0003912457614205,0.0611652623805349,0.8808562573831293,0.0054609527840278,True,"2025-02-09T17:49:08.224632Z",0.8803597092628479,0.2533286115921624
30186,"1","Not Flooded","2025-02-10T19:11:59.932164Z",6.270333415159257e-06,0.0406246086209204,0.1127247661352157,0.9938566980345752,53,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222353202741247/frames/97f6102ad7459cfc435a4c259ffefacf.jpg","97f6102ad7459cfc435a4c259ffefacf","",1.446,0.0006199132767505,0.1013266941045894,0.8872752557804232,0.006144381631851,True,"2025-02-10T19:11:59.932186Z",0.8866490721702576,0.2592926889308279
29486,"1","Not Flooded","2025-02-09T17:50:57.118199Z",2.3472111934097484e-05,0.1796041295081471,0.0146663784980773,0.678883452168618,55,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222353202741247/frames/cbf0653a764e80e4bcfdc9d6a51b2cbd.jpg","cbf0653a764e80e4bcfdc9d6a51b2cbd","",1.471,0.0042019877582788,0.3785445448774147,0.9853335888947186,0.3211160079981688,False,"2025-02-09T17:50:57.118219Z",0.9811081290245056,0.6117249614559086
30147,"1","Not Flooded","2025-02-10T19:10:17.011234Z",0.0005396397900767,0.6409634079454811,0.0035188933834433,0.1266513497989661,56,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222352128999423/frames/98e5f1730a0b83b8cbaff25f094cf55a.jpg","98e5f1730a0b83b8cbaff25f094cf55a","",1.459,0.0202498324215412,0.5976288365946457,0.9964810887468046,0.8733486502010339,False,"2025-02-10T19:10:17.011255Z",0.9756916165351868,0.5403654886786179
29510,"1","Not Flooded","2025-02-09T17:53:47.144538Z",0.000602749933023,0.6532921188669548,0.0205939467996358,0.8016069755088467,58,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222321930010623/frames/e73758ec09eb6dc3f9ff92630778073e.jpg","e73758ec09eb6dc3f9ff92630778073e","",1.24,0.0753295272588729,0.7292412536222809,0.9794060716521924,0.1983941041575794,False,"2025-02-09T17:53:47.144559Z",0.9034737944602966,0.2780184234278977
29048,"1","Flooded","2025-02-08T03:52:28.700773Z",3.5333002870174823e-06,0.0159596291129892,0.1224376633763313,0.9948186808203736,59,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222352128999423/frames/ea48ebbcf0989f18cce3ad94b7c224d1.jpg","ea48ebbcf0989f18cce3ad94b7c224d1","",2.86,0.0006947015062905,0.1136100590361601,0.8775623104672831,0.0051823988460525,True,"2025-02-08T03:52:28.700793Z",0.8768640756607056,0.2501792246267593
28886,"1","Not Flooded","2025-02-08T03:45:39.361059Z",4.896980681223795e-05,0.2966502269458828,0.0021150398533791,0.0429782814301693,60,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222324748582911/frames/f94e3339f7202bf25f13c044b2998c1e.jpg","f94e3339f7202bf25f13c044b2998c1e","",1.411,0.0002647282672114,0.0369656191023221,0.9978849876133608,0.9570292762348144,False,"2025-02-08T03:45:39.361086Z",0.9975712895393372,0.991117044477938
30065,"1","Not Flooded","2025-02-10T19:07:30.602863Z",0.0011966058518737,0.7265852742136789,0.1259316205978393,0.9951199077533004,61,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222323809058815/frames/2c54350f842011fcda95019308a33659.jpg","2c54350f842011fcda95019308a33659","",694.861,0.0892988890409469,0.7439581866786438,0.8740684071090072,0.0048811719131257,True,"2025-02-10T19:07:30.602885Z",0.7835729122161865,0.1924559388131443
30215,"1","Not Flooded","2025-02-10T19:12:54.706261Z",0.0068393540568649,0.9019015085099308,0.0077500031329691,0.4023387734125664,63,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222352934305791/frames/0d15540a360b4f9d2aee73dbc516bd2c.jpg","0d15540a360b4f9d2aee73dbc516bd2c","",0.98,0.3792965412139892,0.8713577453110087,0.992250044364482,0.5976644655867124,False,"2025-02-10T19:12:54.706283Z",0.6061141490936279,0.1326121881383527
29433,"1","Not Flooded","2025-02-09T17:48:04.768218Z",1.503867497376632e-05,0.1198235393192919,0.0255431700497865,0.8619603287368335,65,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222352665870335/frames/3fbf90b94252b390a7222ed375bd0c17.jpg","3fbf90b94252b390a7222ed375bd0c17","",2.698,0.0008471478940919,0.1367203188902756,0.9744567924917646,0.1380385915967402,False,"2025-02-09T17:48:04.768240Z",0.973594605922699,0.5180390666499678
28961,"1","Not Flooded","2025-02-08T03:48:59.337483Z",2.702397068787832e-05,0.2007439981343364,0.0168857295066118,0.7337040547952305,66,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222321930010623/frames/fd73dd3d11775a6aa43d8f171ea042d8.jpg","fd73dd3d11775a6aa43d8f171ea042d8","",2.75,0.0016982426168397,0.2339847680660583,0.9831142526982148,0.2662959452047695,False,"2025-02-08T03:48:59.337509Z",0.9813889861106871,0.6162271704534167
29047,"1","Flooded","2025-02-08T03:52:25.332751Z",1.2664627320191355e-06,0.0019002129102192,0.6653727293014526,0.9996761000721216,67,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222322869534719/frames/8c9fea986a74aa57486404de9944bae7.jpg","8c9fea986a74aa57486404de9944bae7","",1.729,5.55607839487493e-05,0.002395779799873,0.3346272351141123,0.0003249795943045,True,"2025-02-08T03:52:25.332771Z",0.3345704078674316,0.0698922061040021
29005,"1","Not Flooded","2025-02-08T03:50:42.077075Z",0.0024023924488574,0.7980959002906463,0.0085172215476632,0.4433423449491045,68,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222325151236095/frames/6239163dcdb6575ccd96afa4420fb452.jpg","6239163dcdb6575ccd96afa4420fb452","",1.25,0.4368501305580139,0.8857507784394933,0.9914827619213612,0.5566587347173217,False,"2025-02-08T03:50:42.077095Z",0.5522302389144897,0.1187697848872612
28953,"1","Flooded","2025-02-08T03:48:37.119077Z",2.2594256734009832e-05,0.173831692960143,0.1918695122003555,0.9977305411719996,69,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222325553889279/frames/c22ecdf8466dc7466602ee9f408cb9ac.jpg","c22ecdf8466dc7466602ee9f408cb9ac","",9.242,0.000307068490656,0.0449119639996026,0.8081304325532982,0.0022705384944267,True,"2025-02-08T03:48:37.119103Z",0.8078007698059082,0.204052635897613
30122,"1","Not Flooded","2025-02-10T19:09:32.642815Z",0.0089975902810692,0.9252206838175278,0.0098819201812148,0.510199068895674,71,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222325151236095/frames/3e5944a4b20f9e8db82da018d7ed5554.jpg","3e5944a4b20f9e8db82da018d7ed5554","",0.968,0.2320509105920791,0.8258163357848959,0.9901180127635596,0.4897998514378997,False,"2025-02-10T19:09:32.642835Z",0.7490695118904114,0.1780564276861021
29059,"1","Not Flooded","2025-02-08T03:52:53.182251Z",0.0011830633739009,0.7253890038133818,0.162386953830719,0.997008244332831,72,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222325017018367/frames/2ed2a6366bd289b252fe22d34e412abe.jpg","2ed2a6366bd289b252fe22d34e412abe","",1.393,0.0495252273976802,0.6907025605368965,0.8376129834214224,0.0029928353335953,True,"2025-02-08T03:52:53.182271Z",0.7869046926498413,0.1939577548120732
30224,"1","Not Flooded","2025-02-10T19:13:11.022790Z",0.0004885906819254,0.6296290698025938,0.0126009192317724,0.6161796651306612,73,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222324882800639/frames/72e311be037e55253760ca778e4de4a1.jpg","72e311be037e55253760ca778e4de4a1","",1.256,0.0166935063898563,0.574736669358635,0.9873991461936386,0.38382573320147,False,"2025-02-10T19:13:11.022812Z",0.9702170491218568,0.4870143120581465
30162,"1","Not Flooded","2025-02-10T19:11:15.323889Z",9.761329420143738e-05,0.4095547239724814,0.0111076422035694,0.5611215358902714,74,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222324882800639/frames/d0fa9b8d5424f491b022399e00828386.jpg","d0fa9b8d5424f491b022399e00828386","",0.78,0.0044183153659105,0.3863008684836733,0.9888923591715866,0.4388806234425811,False,"2025-02-10T19:11:15.323909Z",0.9843764305114746,0.6682271445414225
29423,"1","Flooded","2025-02-09T17:47:39.138092Z",2.5210338208125904e-05,0.1899662280341865,0.1518091112375259,0.996574218429474,77,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222324882800639/frames/ce1f528ed6decd7d5d4ba8c73444373d.jpg","ce1f528ed6decd7d5d4ba8c73444373d","",1.606,0.0014424945693463,0.2091529800952697,0.8481909037982405,0.0034268612369522,True,"2025-02-09T17:47:39.138114Z",0.846723198890686,0.2269113334744097
30299,"1","Not Flooded","2025-02-10T19:18:54.840416Z",0.0029515228234231,0.8193804442179544,0.0044307606294751,0.1900947083389116,79,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222325151236095/frames/ddfa55d5b696d3a482a38faf46f4c7bb.jpg","ddfa55d5b696d3a482a38faf46f4c7bb","",1.222,0.1742421835660934,0.8012215345946716,0.995569174643606,0.8099063713275146,False,"2025-02-10T19:18:54.840437Z",0.8183754682540894,0.2097198049690567
30306,"1","Not Flooded","2025-02-10T19:19:13.591745Z",3.75110175809823e-05,0.2525938985890919,0.0151330241933465,0.6912720845767492,80,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222324345929727/frames/f7feb0b6cdc71bf35567e16350186cda.jpg","f7feb0b6cdc71bf35567e16350186cda","",2.986,0.0036510122008621,0.3560594118841043,0.9848669857237836,0.3087289950896771,False,"2025-02-10T19:19:13.591766Z",0.9811784625053406,0.6128823638648603
29501,"1","Not Flooded","2025-02-09T17:52:02.800534Z",0.0002052248455584,0.5206864087271597,0.0098882867023348,0.5103453636964324,82,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222325017018367/frames/234b0b6b0c5034eb605d65018a441a07.jpg","234b0b6b0c5034eb605d65018a441a07","",5.062,0.0123061714693903,0.5364128298920765,0.9901116727851332,0.4896546363035676,False,"2025-02-09T17:52:02.800556Z",0.9776002764701844,0.5629677654791776
30154,"1","Not Flooded","2025-02-10T19:10:45.361101Z",0.0050901221111416,0.8742642073305031,0.0475450158119201,0.960461535803898,84,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222323003752447/frames/dfa792754892995df2ffd3af102d4dd2.jpg","dfa792754892995df2ffd3af102d4dd2","",0.983,0.1176750436425209,0.7677713093762552,0.9524549664929508,0.0395395438625282,False,"2025-02-10T19:10:45.361122Z",0.8296898007392883,0.2161125098789478
28989,"1","Not Flooded","2025-02-08T03:50:12.362006Z",0.000183206735528,0.5047764442697784,0.1858119219541549,0.9976106981986844,86,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222324748582911/frames/9b3b070d7797353696e03cd1954e7b84.jpg","9b3b070d7797353696e03cd1954e7b84","",1.116,0.0068747824989259,0.4547878887338967,0.8141881471819942,0.0023903814677417,True,"2025-02-08T03:50:12.362026Z",0.8071301579475403,0.2037125409733408
29036,"1","Not Flooded","2025-02-08T03:52:01.692273Z",1.5328336303355172e-05,0.1221696544635569,0.0072297030128538,0.3735095204985467,88,"/data/local-files/?d=/share/XXXX-19/nexar_data/2023/2023-09-29/604222322869534719/frames/cd800c783c5dde3d51daa8943297261c.jpg","cd800c783c5dde3d51daa8943297261c","",1.29,0.0004078719357494,0.0641419027177363,0.9927703215107612,0.6264969575000108,False,"2025-02-08T03:52:01.692294Z",0.9923471212387084,0.8612855372204203
