"annotation_id","annotator","captured_at","choice","created_at","date_str","frame_id","gps_info.latitude","gps_info.longitude","h3_index_res06","id","image","image_idx","lead_time","sensor_id","updated_at"
32857,"1",1695994818539,"Level 0: 0cm","2026-01-11T15:35:31.655649Z","2023-09-29","7628112ee896573029696d70ce1968d1",40.707978,-73.932413,604222325151236095,212870,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/7628112ee896573029696d70ce1968d1.jpg",691795,2.736,"widely_whole_tarpon","2026-01-11T15:35:31.655675Z"
32858,"1",1696003422832,"Level 0: 0cm","2026-01-11T15:35:33.077990Z","2023-09-29","dfbd27758b66787c029456394763b103",40.707733,-73.932394,604222325151236095,212871,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/dfbd27758b66787c029456394763b103.jpg",691763,1.002,"widely_whole_tarpon","2026-01-11T15:35:33.078002Z"
32859,"1",1696030504165,"Level 0: 0cm","2026-01-11T15:35:34.516377Z","2023-09-29","9aaa99772c77e3a13dc926723d77438b",40.74572,-73.814387,604222325285453823,212872,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325285453823/frames/9aaa99772c77e3a13dc926723d77438b.jpg",80999,1.159,"nearly_tidy_weasel","2026-01-11T15:35:34.516390Z"
32860,"1",1695987490963,"Level 0: 0cm","2026-01-11T15:35:37.154678Z","2023-09-29","42f7150f0ae29b27287aafe30dc251f2",40.702894,-73.946738,604222325151236095,212873,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/42f7150f0ae29b27287aafe30dc251f2.jpg",675082,2.362,"mean_flying_fish","2026-01-11T15:35:37.154725Z"
32861,"1",1696004417294,"Level 0: 0cm","2026-01-11T15:35:41.372043Z","2023-09-29","186f6c6c15f9eecfd02588c59bbf332d",40.707893,-73.932377,604222325151236095,212874,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/186f6c6c15f9eecfd02588c59bbf332d.jpg",691762,3.906,"widely_whole_tarpon","2026-01-11T15:35:41.372055Z"
32862,"1",1695996140271,"Level 0: 0cm","2026-01-11T15:35:43.317998Z","2023-09-29","8a6da799c52aa16466540c848ee5ae93",40.676209,-73.983952,604222353471176703,212875,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222353471176703/frames/8a6da799c52aa16466540c848ee5ae93.jpg",821048,1.661,"weekly_poetic_guinea","2026-01-11T15:35:43.318020Z"
32863,"1",1696001559172,"Level 0: 0cm","2026-01-11T15:35:46.912585Z","2023-09-29","d74a1c3112d354ea9417fdbfcfbcea9f",40.697312,-73.794465,604222325419671551,212876,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/d74a1c3112d354ea9417fdbfcfbcea9f.jpg",237898,3.295,"mildly_loving_doe","2026-01-11T15:35:46.912607Z"
32864,"1",1696004743164,"Level 0: 0cm","2026-01-11T15:35:48.338886Z","2023-09-29","4ca10cefa61e24dc8c14e6ff4dba7b38",40.679632,-74.012398,604222352263217151,212877,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222352263217151/frames/4ca10cefa61e24dc8c14e6ff4dba7b38.jpg",802920,1.134,"gladly_mint_snail","2026-01-11T15:35:48.338899Z"
32865,"1",1695998167551,"Level 0: 0cm","2026-01-11T15:35:49.955365Z","2023-09-29","8382570db7f4a1f6e1eddf98644494c7",40.64106,-73.959291,604222353202741247,212878,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222353202741247/frames/8382570db7f4a1f6e1eddf98644494c7.jpg",731127,1.331,"wholly_fast_colt","2026-01-11T15:35:49.955385Z"
32866,"1",1696010452830,"Level 0: 0cm","2026-01-11T15:35:53.148812Z","2023-09-29","06f201e3a69380ec3c01894e125a0a82",40.701668,-73.948634,604222325151236095,212879,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/06f201e3a69380ec3c01894e125a0a82.jpg",676380,2.884,"simply_half_monkey","2026-01-11T15:35:53.148829Z"
32867,"1",1696017223569,"Level 0: 0cm","2026-01-11T15:35:55.105321Z","2023-09-29","38d3fd42026c40c388a9a2a709164d79",40.809823,-73.948272,604222323809058815,212880,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222323809058815/frames/38d3fd42026c40c388a9a2a709164d79.jpg",351386,1.465,"easily_cosmic_slug","2026-01-11T15:35:55.105339Z"
32868,"1",1696019538488,"Level 0: 0cm","2026-01-11T15:35:57.686198Z","2023-09-29","3613f4b2b22ebb8fa4bbbc7e328dda34",40.700844,-73.954491,604222325151236095,212881,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/3613f4b2b22ebb8fa4bbbc7e328dda34.jpg",653826,1.993,"blue_eyed_tiger","2026-01-11T15:35:57.686215Z"
32869,"1",1696008929886,"Level 0: 0cm","2026-01-11T15:36:21.386876Z","2023-09-29","8fa32eb51d7d774ab58dcf8c3d68e7c8",40.700906,-73.954561,604222325151236095,212882,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/8fa32eb51d7d774ab58dcf8c3d68e7c8.jpg",653844,23.353,"blue_eyed_tiger","2026-01-11T15:36:21.386897Z"
32870,"1",1695994233801,"Level 0: 0cm","2026-01-11T15:36:23.356580Z","2023-09-29","e9b2c143e3f6657dd2fa8561ed964148",40.69194,-73.792338,604222325419671551,212883,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/e9b2c143e3f6657dd2fa8561ed964148.jpg",280324,1.688,"tired_red_monkey","2026-01-11T15:36:23.356602Z"
32871,"1",1696016453528,"Level 0: 0cm","2026-01-11T15:36:25.478555Z","2023-09-29","4b83ed75f82a0f530e10e2a4613f7ef7",40.701437,-73.92297,604222325151236095,212884,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/4b83ed75f82a0f530e10e2a4613f7ef7.jpg",647442,1.813,"early_calm_ghoul","2026-01-11T15:36:25.478577Z"
32872,"1",1695987774525,"Level 0: 0cm","2026-01-11T15:36:27.491641Z","2023-09-29","9a59256259cda46b240ab24af7f28205",40.734564,-73.79328,604222325419671551,212885,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/9a59256259cda46b240ab24af7f28205.jpg",277838,1.737,"lively_wanted_louse","2026-01-11T15:36:27.491654Z"
32873,"1",1696016977996,"Level 0: 0cm","2026-01-11T15:36:30.542464Z","2023-09-29","626b275730a9dea864d54dc751481301",40.699305,-73.960692,604222325151236095,212886,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/626b275730a9dea864d54dc751481301.jpg",668580,2.764,"light_maroon_penguin","2026-01-11T15:36:30.542486Z"
32874,"1",1696013371298,"Level 0: 0cm","2026-01-11T15:36:32.372297Z","2023-09-29","b317475bbf8927585d6185cf9b16de2b",40.701432,-73.922962,604222325151236095,212887,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/b317475bbf8927585d6185cf9b16de2b.jpg",647445,1.537,"early_calm_ghoul","2026-01-11T15:36:32.372318Z"
32875,"1",1695987807569,"Level 1: 1-15cm","2026-01-11T15:36:40.573073Z","2023-09-29","9d3124e1bef05540fb37220d88ec75a5",40.65587,-73.828762,604222337365049343,212888,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222337365049343/frames/9d3124e1bef05540fb37220d88ec75a5.jpg",304742,7.887,"big_pink_elephant","2026-01-11T15:36:40.573085Z"
32876,"1",1696024265440,"Level 0: 0cm","2026-01-11T15:36:42.514050Z","2023-09-29","cf878ccb402f3fec8d9e0e22b1310c1a",40.699272,-73.960629,604222325151236095,212889,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/cf878ccb402f3fec8d9e0e22b1310c1a.jpg",668550,1.655,"light_maroon_penguin","2026-01-11T15:36:42.514071Z"
32877,"1",1696022091734,"Level 0: 0cm","2026-01-11T15:36:43.929400Z","2023-09-29","51691f007f63d6be960a4dfa3dc16430",40.710398,-73.776561,604222325419671551,212890,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/51691f007f63d6be960a4dfa3dc16430.jpg",245050,1.124,"wholly_needed_cougar","2026-01-11T15:36:43.929413Z"
32878,"1",1696013473874,"Level 0: 0cm","2026-01-11T15:36:47.035741Z","2023-09-29","446470704d69f9e64c5bcbda431a076f",40.702917,-73.946702,604222325151236095,212891,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/446470704d69f9e64c5bcbda431a076f.jpg",675037,2.814,"mean_flying_fish","2026-01-11T15:36:47.035753Z"
32879,"1",1695991758399,"Level 0: 0cm","2026-01-11T15:36:48.859637Z","2023-09-29","c720928e8b6ac4b96d6e88d108cc4b58",40.833682,-73.883278,604222324345929727,212892,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222324345929727/frames/c720928e8b6ac4b96d6e88d108cc4b58.jpg",157110,1.504,"slowly_fast_sawfly","2026-01-11T15:36:48.859659Z"
32880,"1",1696014408368,"Level 0: 0cm","2026-01-11T15:36:50.582353Z","2023-09-29","7a6e15dbb722a4887a5ec60f6f0a16c7",40.641069,-73.959292,604222353202741247,212893,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222353202741247/frames/7a6e15dbb722a4887a5ec60f6f0a16c7.jpg",731089,1.391,"wholly_fast_colt","2026-01-11T15:36:50.582374Z"
32881,"1",1696002727041,"Level 0: 0cm","2026-01-11T15:36:53.846878Z","2023-09-29","c82e9abf64056ced90ffabcb43ab5446",40.697354,-73.794497,604222325419671551,212894,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/c82e9abf64056ced90ffabcb43ab5446.jpg",237892,2.985,"mildly_loving_doe","2026-01-11T15:36:53.846891Z"
32882,"1",1696016758938,"Level 0: 0cm","2026-01-11T15:37:00.380720Z","2023-09-29","691666b9c9561fa1ac87dbf9b063a611",40.700892,-73.951255,604222325151236095,212895,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/691666b9c9561fa1ac87dbf9b063a611.jpg",712878,1.932,"clearly_bored_turtle","2026-01-11T15:37:00.380742Z"
32883,"1",1695967749466,"Level 0: 0cm","2026-01-11T15:37:02.985406Z","2023-09-29","b0acb43b5d0f1792580388b2cdb1f7f0",40.702775,-73.946897,604222325151236095,212896,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/b0acb43b5d0f1792580388b2cdb1f7f0.jpg",675084,2.31,"mean_flying_fish","2026-01-11T15:37:02.985427Z"
32884,"1",1696003611591,"Level 0: 0cm","2026-01-11T15:37:05.330702Z","2023-09-29","6993fac6a927d84a1e0e88e6741b07a0",40.676181,-73.983973,604222353471176703,212897,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222353471176703/frames/6993fac6a927d84a1e0e88e6741b07a0.jpg",821035,2.044,"weekly_poetic_guinea","2026-01-11T15:37:05.330716Z"
32885,"1",1696017468619,"Level 0: 0cm","2026-01-11T15:37:07.384908Z","2023-09-29","cd6b2824037c2b71f2b47a7dd9529d7e",40.707949,-73.9324,604222325151236095,212898,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/cd6b2824037c2b71f2b47a7dd9529d7e.jpg",691727,1.759,"widely_whole_tarpon","2026-01-11T15:37:07.384921Z"
32886,"1",1696014112126,"Level 0: 0cm","2026-01-11T15:37:09.348037Z","2023-09-29","178bf428b75aea836e53a8cdb48c4031",40.833629,-73.883322,604222324345929727,212899,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222324345929727/frames/178bf428b75aea836e53a8cdb48c4031.jpg",157066,1.676,"slowly_fast_sawfly","2026-01-11T15:37:09.348059Z"
32887,"1",1696019035434,"Level 0: 0cm","2026-01-11T15:37:14.337429Z","2023-09-29","e652b115167a22650a937b25350294b4",40.676256,-73.983918,604222353471176703,212900,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222353471176703/frames/e652b115167a22650a937b25350294b4.jpg",821004,4.644,"weekly_poetic_guinea","2026-01-11T15:37:14.337460Z"
32888,"1",1696013704435,"Level 0: 0cm","2026-01-11T15:37:16.695318Z","2023-09-29","8801daf91ef084b0e91ad0aa77e6935b",40.646708,-73.97004,604222353471176703,212901,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222353471176703/frames/8801daf91ef084b0e91ad0aa77e6935b.jpg",826833,1.95,"firmly_needed_heron","2026-01-11T15:37:16.695339Z"
32889,"1",1696011349822,"Level 0: 0cm","2026-01-11T15:37:18.840801Z","2023-09-29","1c76174b4400d20d236dd8c16a8a7019",40.699223,-73.960542,604222325151236095,212902,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/1c76174b4400d20d236dd8c16a8a7019.jpg",668592,1.86,"light_maroon_penguin","2026-01-11T15:37:18.840815Z"
32890,"1",1696015826466,"Level 0: 0cm","2026-01-11T15:37:20.799481Z","2023-09-29","39fd0547278dbcfd63a284d8649368b6",40.676285,-73.984248,604222353471176703,212903,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222353471176703/frames/39fd0547278dbcfd63a284d8649368b6.jpg",821013,1.688,"weekly_poetic_guinea","2026-01-11T15:37:20.799501Z"
32891,"1",1696010623049,"Level 0: 0cm","2026-01-11T15:37:22.929038Z","2023-09-29","23d42d85217318f641d98038bf5c5119",40.701481,-73.948622,604222325151236095,212904,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/23d42d85217318f641d98038bf5c5119.jpg",681782,1.826,"simply_half_monkey","2026-01-11T15:37:22.929050Z"
32892,"1",1695999280859,"Level 0: 0cm","2026-01-11T15:37:24.313218Z","2023-09-29","b5c4cab24bdf21681c765df8b3922f4b",40.673287,-74.008342,604222353471176703,212905,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222353471176703/frames/b5c4cab24bdf21681c765df8b3922f4b.jpg",827771,1.064,"vastly_saving_whale","2026-01-11T15:37:24.313239Z"
32893,"1",1696015796070,"Level 0: 0cm","2026-01-11T15:37:25.551044Z","2023-09-29","19484aa69a649494ac275eb837c635b5",40.673321,-73.99487,604222353471176703,212906,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222353471176703/frames/19484aa69a649494ac275eb837c635b5.jpg",848254,0.946,"overly_heroic_squid","2026-01-11T15:37:25.551065Z"
32894,"1",1696013857727,"Level 0: 0cm","2026-01-11T15:37:26.834370Z","2023-09-29","e58df1988867e8673465443414fb1610",40.695737,-73.78831,604222325419671551,212907,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/e58df1988867e8673465443414fb1610.jpg",271558,1.019,"gladly_pretty_magpie","2026-01-11T15:37:26.834391Z"
32895,"1",1696021468166,"Level 0: 0cm","2026-01-11T15:37:28.144320Z","2023-09-29","99221d2e1ae598e8686369ecb3f60b9a",40.676292,-73.984265,604222353471176703,212908,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222353471176703/frames/99221d2e1ae598e8686369ecb3f60b9a.jpg",820988,0.965,"weekly_poetic_guinea","2026-01-11T15:37:28.144341Z"
32896,"1",1695995877123,"Level 0: 0cm","2026-01-11T15:37:29.372422Z","2023-09-29","ba3e84a003c0de7234f155c5cc46903b",40.695309,-73.793993,604222325419671551,212909,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325419671551/frames/ba3e84a003c0de7234f155c5cc46903b.jpg",256933,0.915,"weekly_exact_condor","2026-01-11T15:37:29.372443Z"
32897,"1",1696005059028,"Level 1: 1-15cm","2026-01-11T15:37:38.210766Z","2023-09-29","083a6dd2e8a71bd706a0255b33211831",40.701578,-73.94873,604222325151236095,212910,"/data/local-files/?d=/share/ju/nexar_data/2023/2023-09-29/604222325151236095/frames/083a6dd2e8a71bd706a0255b33211831.jpg",681801,8.558,"simply_half_monkey","2026-01-11T15:37:38.210787Z"
